,Reward,Total Mean,Total Reward
192,400.0,279.01554404145077,53850.0
193,450.0,279.89690721649487,54300.0
194,100.0,278.97435897435895,54400.0
195,200.0,278.57142857142856,54600.0
196,450.0,279.44162436548226,55050.0
197,200.0,279.04040404040404,55250.0
198,550.0,280.40201005025125,55800.0
199,250.0,280.25,56050.0
200,400.0,280.8457711442786,56450.0
201,200.0,280.44554455445547,56650.0
202,200.0,280.04926108374383,56850.0
203,350.0,280.3921568627451,57200.0
204,100.0,279.5121951219512,57300.0
205,350.0,279.8543689320388,57650.0
206,150.0,279.22705314009664,57800.0
207,650.0,281.00961538461536,58450.0
208,500.0,282.0574162679426,58950.0
209,150.0,281.42857142857144,59100.0
210,200.0,281.042654028436,59300.0
211,50.0,279.95283018867923,59350.0
212,300.0,280.0469483568075,59650.0
213,400.0,280.60747663551405,60050.0
214,350.0,280.93023255813955,60400.0
215,400.0,281.48148148148147,60800.0
216,300.0,281.5668202764977,61100.0
217,250.0,281.42201834862385,61350.0
218,250.0,281.27853881278537,61600.0
219,100.0,280.45454545454544,61700.0
220,250.0,280.31674208144796,61950.0
221,100.0,279.5045045045045,62050.0
222,150.0,278.9237668161435,62200.0
223,250.0,278.79464285714283,62450.0
224,450.0,279.55555555555554,62900.0
225,200.0,279.20353982300884,63100.0
226,450.0,279.95594713656385,63550.0
227,500.0,280.92105263157896,64050.0
228,250.0,280.7860262008734,64300.0
229,200.0,280.4347826086956,64500.0
230,300.0,280.5194805194805,64800.0
231,250.0,280.38793103448273,65050.0
232,400.0,280.90128755364805,65450.0
233,200.0,280.55555555555554,65650.0
234,300.0,280.63829787234044,65950.0
235,300.0,280.72033898305085,66250.0
236,650.0,282.27848101265823,66900.0
237,250.0,282.14285714285717,67150.0
238,200.0,281.7991631799163,67350.0
239,250.0,281.6666666666667,67600.0
240,150.0,281.12033195020746,67750.0
241,650.0,282.64462809917353,68400.0
242,150.0,282.0987654320988,68550.0
243,150.0,281.55737704918033,68700.0
244,150.0,281.0204081632653,68850.0
245,550.0,282.1138211382114,69400.0
246,400.0,282.5910931174089,69800.0
247,350.0,282.86290322580646,70150.0
248,50.0,281.9277108433735,70200.0
249,100.0,281.2,70300.0
250,100.0,280.47808764940237,70400.0
251,300.0,280.55555555555554,70700.0
252,100.0,279.84189723320156,70800.0
253,150.0,279.3307086614173,70950.0
254,200.0,279.01960784313724,71150.0
255,350.0,279.296875,71500.0
256,250.0,279.1828793774319,71750.0
257,350.0,279.4573643410853,72100.0
258,100.0,278.7644787644788,72200.0
259,500.0,279.61538461538464,72700.0
260,250.0,279.50191570881225,72950.0
261,200.0,279.19847328244276,73150.0
262,150.0,278.70722433460077,73300.0
263,350.0,278.97727272727275,73650.0
264,100.0,278.3018867924528,73750.0
265,200.0,278.0075187969925,73950.0
266,200.0,277.71535580524346,74150.0
267,550.0,278.7313432835821,74700.0
268,200.0,278.4386617100372,74900.0
269,650.0,279.81481481481484,75550.0
270,150.0,279.3357933579336,75700.0
271,300.0,279.4117647058824,76000.0
272,500.0,280.2197802197802,76500.0
273,200.0,279.9270072992701,76700.0
274,350.0,280.1818181818182,77050.0
275,350.0,280.4347826086956,77400.0
276,150.0,279.96389891696754,77550.0
277,250.0,279.8561151079137,77800.0
278,300.0,279.9283154121864,78100.0
279,300.0,280.0,78400.0
280,350.0,280.2491103202847,78750.0
281,250.0,280.1418439716312,79000.0
282,250.0,280.03533568904595,79250.0
283,250.0,279.92957746478874,79500.0
284,200.0,279.64912280701753,79700.0
285,350.0,279.8951048951049,80050.0
286,150.0,279.4425087108014,80200.0
287,150.0,278.99305555555554,80350.0
288,100.0,278.37370242214536,80450.0
289,300.0,278.44827586206895,80750.0
290,250.0,278.35051546391753,81000.0
291,150.0,277.9109589041096,81150.0
292,300.0,277.9863481228669,81450.0
293,600.0,279.0816326530612,82050.0
294,400.0,279.49152542372883,82450.0
295,350.0,279.72972972972974,82800.0
296,200.0,279.46127946127945,83000.0
297,650.0,280.7046979865772,83650.0
298,300.0,280.7692307692308,83950.0
299,100.0,280.1666666666667,84050.0
300,450.0,280.7308970099668,84500.0
301,250.0,280.6291390728477,84750.0
302,200.0,280.36303630363034,84950.0
303,100.0,279.76973684210526,85050.0
304,350.0,280.0,85400.0
305,400.0,280.3921568627451,85800.0
306,50.0,279.6416938110749,85850.0
307,150.0,279.2207792207792,86000.0
308,200.0,278.9644012944984,86200.0
309,300.0,279.03225806451616,86500.0
310,550.0,279.90353697749197,87050.0
311,350.0,280.12820512820514,87400.0
312,200.0,279.87220447284346,87600.0
313,300.0,279.9363057324841,87900.0
314,300.0,280.0,88200.0
315,200.0,279.746835443038,88400.0
316,150.0,279.33753943217664,88550.0
317,450.0,279.87421383647796,89000.0
318,200.0,279.62382445141066,89200.0
319,350.0,279.84375,89550.0
320,350.0,280.0623052959502,89900.0
321,150.0,279.6583850931677,90050.0
322,250.0,279.56656346749224,90300.0
323,200.0,279.320987654321,90500.0
324,300.0,279.38461538461536,90800.0
325,350.0,279.60122699386505,91150.0
326,200.0,279.35779816513764,91350.0
327,300.0,279.4207317073171,91650.0
328,250.0,279.33130699088144,91900.0
329,300.0,279.3939393939394,92200.0
330,250.0,279.3051359516616,92450.0
331,500.0,279.9698795180723,92950.0
332,250.0,279.87987987987987,93200.0
333,400.0,280.23952095808386,93600.0
334,50.0,279.55223880597015,93650.0
335,250.0,279.4642857142857,93900.0
336,100.0,278.9317507418398,94000.0
337,400.0,279.2899408284024,94400.0
338,150.0,278.9085545722714,94550.0
339,300.0,278.97058823529414,94850.0
340,150.0,278.5923753665689,95000.0
341,400.0,278.94736842105266,95400.0
342,250.0,278.86297376093296,95650.0
343,350.0,279.06976744186045,96000.0
344,300.0,279.1304347826087,96300.0
345,450.0,279.6242774566474,96750.0
346,500.0,280.2593659942363,97250.0
347,150.0,279.88505747126436,97400.0
348,350.0,280.08595988538684,97750.0
349,100.0,279.57142857142856,97850.0
350,200.0,279.34472934472933,98050.0
351,200.0,279.1193181818182,98250.0
352,50.0,278.4702549575071,98300.0
353,200.0,278.24858757062145,98500.0
354,400.0,278.59154929577466,98900.0
355,300.0,278.65168539325845,99200.0
356,200.0,278.4313725490196,99400.0
357,250.0,278.3519553072626,99650.0
358,350.0,278.55153203342616,100000.0
359,400.0,278.8888888888889,100400.0
360,300.0,278.94736842105266,100700.0
361,100.0,278.45303867403317,100800.0
362,450.0,278.92561983471074,101250.0
363,550.0,279.6703296703297,101800.0
364,300.0,279.7260273972603,102100.0
365,300.0,279.78142076502735,102400.0
366,650.0,280.7901907356948,103050.0
367,400.0,281.1141304347826,103450.0
368,800.0,282.520325203252,104250.0
369,50.0,281.8918918918919,104300.0
370,150.0,281.5363881401617,104450.0
371,350.0,281.7204301075269,104800.0
372,300.0,281.769436997319,105100.0
373,150.0,281.41711229946526,105250.0
374,150.0,281.06666666666666,105400.0
375,300.0,281.1170212765957,105700.0
376,350.0,281.2997347480106,106050.0
377,400.0,281.6137566137566,106450.0
378,100.0,281.1345646437995,106550.0
379,200.0,280.92105263157896,106750.0
380,300.0,280.9711286089239,107050.0
381,250.0,280.89005235602093,107300.0
382,550.0,281.5926892950392,107850.0
383,300.0,281.640625,108150.0
384,200.0,281.42857142857144,108350.0
385,100.0,280.95854922279796,108450.0
386,300.0,281.0077519379845,108750.0
387,400.0,281.3144329896907,109150.0
388,250.0,281.2339331619537,109400.0
389,400.0,281.53846153846155,109800.0
390,300.0,281.5856777493606,110100.0
391,100.0,281.1224489795918,110200.0
392,450.0,281.5521628498728,110650.0
393,250.0,281.4720812182741,110900.0
394,550.0,282.1518987341772,111450.0
395,200.0,281.94444444444446,111650.0
396,150.0,281.6120906801008,111800.0
397,150.0,281.2814070351759,111950.0
398,150.0,280.95238095238096,112100.0
399,350.0,281.125,112450.0
400,300.0,281.1720698254364,112750.0
401,350.0,281.34328358208955,113100.0
402,200.0,281.14143920595535,113300.0
403,250.0,281.06435643564356,113550.0
404,250.0,280.98765432098764,113800.0
405,150.0,280.6650246305419,113950.0
406,400.0,280.95823095823096,114350.0
407,250.0,280.88235294117646,114600.0
408,100.0,280.440097799511,114700.0
409,150.0,280.1219512195122,114850.0
410,350.0,280.2919708029197,115200.0
411,200.0,280.09708737864077,115400.0
412,400.0,280.38740920096853,115800.0
413,250.0,280.31400966183577,116050.0
414,150.0,280.0,116200.0
415,250.0,279.92788461538464,116450.0
416,300.0,279.9760191846523,116750.0
417,300.0,280.02392344497605,117050.0
418,450.0,280.4295942720764,117500.0
419,200.0,280.23809523809524,117700.0
420,150.0,279.9287410926366,117850.0
421,100.0,279.50236966824644,117950.0
422,200.0,279.3144208037825,118150.0
423,200.0,279.12735849056605,118350.0
424,850.0,280.47058823529414,119200.0
425,350.0,280.63380281690144,119550.0
426,200.0,280.4449648711944,119750.0
427,100.0,280.0233644859813,119850.0
428,500.0,280.53613053613054,120350.0
429,700.0,281.51162790697674,121050.0
430,350.0,281.6705336426914,121400.0
431,150.0,281.36574074074076,121550.0
432,200.0,281.17782909930713,121750.0
433,500.0,281.68202764976957,122250.0
434,200.0,281.4942528735632,122450.0
435,150.0,281.1926605504587,122600.0
436,100.0,280.7780320366133,122700.0
437,450.0,281.16438356164383,123150.0
438,200.0,280.97949886104783,123350.0
439,100.0,280.5681818181818,123450.0
440,500.0,281.0657596371882,123950.0
441,250.0,280.99547511312215,124200.0
442,250.0,280.9255079006772,124450.0
443,100.0,280.51801801801804,124550.0
444,300.0,280.561797752809,124850.0
445,200.0,280.3811659192825,125050.0
446,150.0,280.08948545861296,125200.0
447,250.0,280.02232142857144,125450.0
448,100.0,279.62138084632517,125550.0
449,500.0,280.1111111111111,126050.0
450,200.0,279.93348115299335,126250.0
451,200.0,279.7566371681416,126450.0
452,300.0,279.80132450331126,126750.0
453,100.0,279.4052863436123,126850.0
454,150.0,279.1208791208791,127000.0
455,400.0,279.3859649122807,127400.0
456,250.0,279.32166301969363,127650.0
457,200.0,279.1484716157205,127850.0
458,200.0,278.9760348583878,128050.0
459,300.0,279.0217391304348,128350.0
460,250.0,278.9587852494577,128600.0
461,300.0,279.004329004329,128900.0
462,400.0,279.2656587473002,129300.0
463,250.0,279.20258620689657,129550.0
464,250.0,279.13978494623655,129800.0
465,400.0,279.3991416309013,130200.0
466,350.0,279.55032119914347,130550.0
467,400.0,279.8076923076923,130950.0
468,450.0,280.1705756929638,131400.0
469,100.0,279.78723404255317,131500.0
470,400.0,280.0424628450106,131900.0
471,300.0,280.08474576271186,132200.0
472,400.0,280.338266384778,132600.0
473,100.0,279.957805907173,132700.0
474,250.0,279.89473684210526,132950.0
475,100.0,279.51680672268907,133050.0
476,300.0,279.55974842767296,133350.0
477,150.0,279.2887029288703,133500.0
478,550.0,279.8538622129436,134050.0
479,300.0,279.8958333333333,134350.0
480,300.0,279.93762993762994,134650.0
481,500.0,280.3941908713693,135150.0
482,150.0,280.12422360248445,135300.0
483,250.0,280.06198347107437,135550.0
484,300.0,280.10309278350513,135850.0
485,250.0,280.0411522633745,136100.0
486,300.0,280.08213552361394,136400.0
487,300.0,280.12295081967216,136700.0
488,400.0,280.3680981595092,137100.0
489,250.0,280.3061224489796,137350.0
490,400.0,280.5498981670061,137750.0
491,400.0,280.7926829268293,138150.0
492,350.0,280.93306288032454,138500.0
493,150.0,280.668016194332,138650.0
494,200.0,280.5050505050505,138850.0
495,150.0,280.241935483871,139000.0
496,250.0,280.1810865191147,139250.0
497,200.0,280.02008032128515,139450.0
498,200.0,279.85971943887773,139650.0
499,200.0,279.7,139850.0
500,800.0,280.7385229540918,140650.0
501,250.0,280.6772908366534,140900.0
502,350.0,280.8151093439364,141250.0
503,300.0,280.8531746031746,141550.0
504,250.0,280.7920792079208,141800.0
505,250.0,280.7312252964427,142050.0
506,250.0,280.6706114398422,142300.0
507,200.0,280.51181102362204,142500.0
508,300.0,280.5500982318271,142800.0
509,150.0,280.29411764705884,142950.0
510,300.0,280.3326810176125,143250.0
511,500.0,280.76171875,143750.0
512,150.0,280.5068226120858,143900.0
513,350.0,280.6420233463035,144250.0
514,150.0,280.3883495145631,144400.0
515,450.0,280.7170542635659,144850.0
516,250.0,280.6576402321083,145100.0
517,200.0,280.5019305019305,145300.0
518,250.0,280.4431599229287,145550.0
519,450.0,280.7692307692308,146000.0
520,500.0,281.19001919385795,146500.0
521,200.0,281.0344827586207,146700.0
522,600.0,281.64435946462714,147300.0
523,300.0,281.6793893129771,147600.0
524,200.0,281.5238095238095,147800.0
525,200.0,281.3688212927757,148000.0
526,200.0,281.2144212523719,148200.0
527,250.0,281.155303030303,148450.0
528,150.0,280.9073724007561,148600.0
529,250.0,280.8490566037736,148850.0
530,250.0,280.7909604519774,149100.0
531,100.0,280.45112781954884,149200.0
532,350.0,280.5816135084428,149550.0
533,550.0,281.0861423220974,150100.0
534,300.0,281.1214953271028,150400.0
535,350.0,281.25,150750.0
536,300.0,281.2849162011173,151050.0
537,150.0,281.04089219330854,151200.0
538,350.0,281.16883116883116,151550.0
539,300.0,281.2037037037037,151850.0
540,150.0,280.9611829944547,152000.0
541,350.0,281.08856088560884,152350.0
542,100.0,280.7550644567219,152450.0
543,300.0,280.7904411764706,152750.0
544,150.0,280.55045871559633,152900.0
545,150.0,280.3113553113553,153050.0
546,400.0,280.5301645338208,153450.0
547,250.0,280.4744525547445,153700.0
548,450.0,280.7832422586521,154150.0
549,350.0,280.90909090909093,154500.0
550,100.0,280.58076225045374,154600.0
551,250.0,280.52536231884056,154850.0
552,400.0,280.74141048824595,155250.0
553,150.0,280.5054151624549,155400.0
554,250.0,280.45045045045043,155650.0
555,150.0,280.2158273381295,155800.0
556,600.0,280.7899461400359,156400.0
557,300.0,280.82437275985666,156700.0
558,400.0,281.0375670840787,157100.0
559,150.0,280.80357142857144,157250.0
560,350.0,280.9269162210339,157600.0
561,150.0,280.69395017793596,157750.0
562,200.0,280.550621669627,157950.0
563,150.0,280.3191489361702,158100.0
564,500.0,280.7079646017699,158600.0
565,250.0,280.6537102473498,158850.0
566,100.0,280.33509700176364,158950.0
567,150.0,280.1056338028169,159100.0
568,200.0,279.96485061511424,159300.0
569,200.0,279.82456140350877,159500.0
570,350.0,279.94746059544656,159850.0
571,250.0,279.8951048951049,160100.0
572,200.0,279.7556719022688,160300.0
573,250.0,279.70383275261327,160550.0
574,450.0,280.0,161000.0
575,100.0,279.6875,161100.0
576,850.0,280.67590987868283,161950.0
577,250.0,280.6228373702422,162200.0
578,100.0,280.31088082901556,162300.0
579,200.0,280.17241379310343,162500.0
580,250.0,280.12048192771084,162750.0
581,250.0,280.06872852233676,163000.0
582,200.0,279.9313893653516,163200.0
583,650.0,280.5650684931507,163850.0
584,250.0,280.5128205128205,164100.0
585,400.0,280.71672354948805,164500.0
586,150.0,280.4940374787053,164650.0
587,700.0,281.2074829931973,165350.0
588,250.0,281.15449915110355,165600.0
589,250.0,281.10169491525426,165850.0
590,300.0,281.1336717428088,166150.0
591,400.0,281.3344594594595,166550.0
592,300.0,281.36593591905563,166850.0
593,300.0,281.3973063973064,167150.0
594,250.0,281.34453781512605,167400.0
595,450.0,281.6275167785235,167850.0
596,300.0,281.65829145728645,168150.0
597,100.0,281.3545150501672,168250.0
598,450.0,281.63606010016696,168700.0
599,150.0,281.4166666666667,168850.0
600,350.0,281.5307820299501,169200.0
601,200.0,281.3953488372093,169400.0
602,300.0,281.4262023217247,169700.0
603,550.0,281.8708609271523,170250.0
604,250.0,281.8181818181818,170500.0
605,350.0,281.9306930693069,170850.0
606,350.0,282.04283360790777,171200.0
607,200.0,281.9078947368421,171400.0
608,200.0,281.7733990147783,171600.0
609,250.0,281.72131147540983,171850.0
610,400.0,281.9148936170213,172250.0
611,450.0,282.18954248366015,172700.0
612,200.0,282.05546492659056,172900.0
613,200.0,281.92182410423453,173100.0
614,200.0,281.7886178861789,173300.0
615,100.0,281.4935064935065,173400.0
616,250.0,281.4424635332253,173650.0
617,250.0,281.3915857605178,173900.0
618,350.0,281.50242326332796,174250.0
619,200.0,281.3709677419355,174450.0
620,200.0,281.2399355877617,174650.0
621,250.0,281.1897106109325,174900.0
622,250.0,281.13964686998395,175150.0
623,200.0,281.00961538461536,175350.0
624,350.0,281.12,175700.0
625,200.0,280.99041533546324,175900.0
626,550.0,281.4194577352472,176450.0
627,250.0,281.36942675159236,176700.0
628,350.0,281.4785373608903,177050.0
629,250.0,281.42857142857144,177300.0
630,300.0,281.4580031695721,177600.0
631,300.0,281.4873417721519,177900.0
632,600.0,281.9905213270142,178500.0
633,700.0,282.6498422712934,179200.0
634,350.0,282.755905511811,179550.0
635,250.0,282.70440251572325,179800.0
636,300.0,282.7315541601256,180100.0
637,150.0,282.52351097178683,180250.0
638,200.0,282.3943661971831,180450.0
639,200.0,282.265625,180650.0
640,700.0,282.9173166926677,181350.0
641,150.0,282.7102803738318,181500.0
642,700.0,283.3592534992224,182200.0
643,350.0,283.4627329192547,182550.0
644,300.0,283.48837209302326,182850.0
645,450.0,283.74613003095976,183300.0
646,300.0,283.77125193199385,183600.0
647,450.0,284.02777777777777,184050.0
648,300.0,284.0523882896764,184350.0
649,450.0,284.3076923076923,184800.0
650,400.0,284.48540706605223,185200.0
651,150.0,284.27914110429447,185350.0
652,450.0,284.53292496171514,185800.0
653,500.0,284.86238532110093,186300.0
654,150.0,284.6564885496183,186450.0
655,700.0,285.2896341463415,187150.0
656,250.0,285.2359208523592,187400.0
657,50.0,284.87841945288756,187450.0
658,50.0,284.5220030349014,187500.0
659,400.0,284.6969696969697,187900.0
660,150.0,284.49319213313163,188050.0
661,350.0,284.59214501510576,188400.0
662,400.0,284.7662141779789,188800.0
663,200.0,284.6385542168675,189000.0
664,300.0,284.6616541353383,189300.0
665,300.0,284.68468468468467,189600.0
666,500.0,285.00749625187404,190100.0
667,250.0,284.95508982035926,190350.0
668,350.0,285.0523168908819,190700.0
669,150.0,284.85074626865674,190850.0
670,200.0,284.7242921013413,191050.0
671,150.0,284.5238095238095,191200.0
672,250.0,284.47251114413075,191450.0
673,300.0,284.49554896142433,191750.0
674,250.0,284.44444444444446,192000.0
675,400.0,284.61538461538464,192400.0
676,350.0,284.711964549483,192750.0
677,200.0,284.58702064896755,192950.0
678,100.0,284.31516936671574,193050.0
679,600.0,284.77941176470586,193650.0
680,250.0,284.7283406754772,193900.0
681,850.0,285.55718475073314,194750.0
682,250.0,285.5051244509517,195000.0
683,350.0,285.59941520467834,195350.0
684,400.0,285.7664233576642,195750.0
685,250.0,285.7142857142857,196000.0
686,200.0,285.589519650655,196200.0
687,350.0,285.6831395348837,196550.0
688,400.0,285.8490566037736,196950.0
689,50.0,285.5072463768116,197000.0
690,250.0,285.45586107091174,197250.0
691,200.0,285.3323699421965,197450.0
692,250.0,285.28138528138527,197700.0
693,200.0,285.1585014409222,197900.0
694,200.0,285.0359712230216,198100.0
695,150.0,284.8419540229885,198250.0
696,150.0,284.64849354375895,198400.0
697,850.0,285.45845272206304,199250.0
698,50.0,285.12160228898426,199300.0
699,550.0,285.5,199850.0
700,650.0,286.0199714693295,200500.0
701,300.0,286.039886039886,200800.0
702,400.0,286.2019914651494,201200.0
703,300.0,286.22159090909093,201500.0
704,250.0,286.17021276595744,201750.0
705,300.0,286.1898016997167,202050.0
706,200.0,286.0678925035361,202250.0
707,150.0,285.8757062146893,202400.0
708,100.0,285.6135401974612,202500.0
709,200.0,285.49295774647885,202700.0
710,550.0,285.86497890295357,203250.0
711,250.0,285.814606741573,203500.0
712,200.0,285.6942496493689,203700.0
713,150.0,285.5042016806723,203850.0
714,200.0,285.38461538461536,204050.0
715,350.0,285.47486033519556,204400.0
716,400.0,285.63458856345886,204800.0
717,150.0,285.4456824512535,204950.0
718,450.0,285.67454798331016,205400.0
719,700.0,286.25,206100.0
720,350.0,286.33841886269073,206450.0
721,450.0,286.56509695290856,206900.0
722,1000.0,287.551867219917,207900.0
723,50.0,287.22375690607737,207950.0
724,200.0,287.1034482758621,208150.0
725,200.0,286.9834710743802,208350.0
726,200.0,286.86382393397525,208550.0
727,250.0,286.8131868131868,208800.0
728,150.0,286.6255144032922,208950.0
729,300.0,286.64383561643837,209250.0
730,200.0,286.5253077975376,209450.0
731,200.0,286.40710382513663,209650.0
732,250.0,286.3574351978172,209900.0
733,300.0,286.3760217983651,210200.0
734,100.0,286.1224489795918,210300.0
735,600.0,286.54891304347825,210900.0
736,100.0,286.29579375848033,211000.0
737,300.0,286.31436314363145,211300.0
738,500.0,286.60351826792964,211800.0
739,250.0,286.55405405405406,212050.0
740,650.0,287.04453441295544,212700.0
741,300.0,287.0619946091644,213000.0
742,400.0,287.21399730820997,213400.0
743,450.0,287.43279569892474,213850.0
