Step,Reward,Total Mean,Total Reward
376928,1000,386.5841584,390450
377218,250,386.4490603,390700
377521,300,386.3636364,391000
377942,700,386.6732478,391700
378459,650,386.9329389,392350
378862,350,386.8965517,392700
379301,750,387.253937,393450
379594,400,387.26647,393850
379863,450,387.3280943,394300
380296,550,387.4877331,394850
380609,250,387.3529412,395100
380893,200,387.1694417,395300
381467,550,387.3287671,395850
381861,450,387.3900293,396300
382137,50,387.0605469,396350
382437,350,387.0243902,396700
382655,350,386.9883041,397050
383044,400,387.0009737,397450
383543,850,387.4513619,398300
383811,150,387.2206025,398450
384063,200,387.038835,398650
384517,700,387.342386,399350
384807,300,387.2577519,399650
385103,200,387.0764763,399850
385346,300,386.9922631,400150
385778,750,387.3429952,400900
386252,650,387.5965251,401550
386553,350,387.56027,401900
387061,500,387.6685934,402400
387358,300,387.5842156,402700
387710,350,387.5480769,403050
387971,150,387.3198847,403200
388264,250,387.1880998,403450
388559,250,387.0565676,403700
388854,200,386.8773946,403900
389241,450,386.937799,404350
389500,500,387.0458891,404850
389818,250,386.9149952,405100
390347,600,387.1183206,405700
390782,500,387.2259295,406200
391216,300,387.1428571,406500
391675,500,387.2502379,407000
392243,750,387.595057,407750
392546,400,387.6068376,408150
392845,250,387.4762808,408400
393278,650,387.7251185,409050
393897,500,387.8314394,409550
394325,650,388.0794702,410200
394791,700,388.3742911,410900
395246,450,388.4324835,411350
395549,150,388.2075472,411500
395820,50,387.8887842,411550
396524,950,388.4180791,412500
396886,400,388.4289746,412900
397141,200,388.2518797,413100
397484,350,388.2159624,413450
397866,600,388.4146341,414050
398133,300,388.3317713,414350
398446,450,388.3895131,414800
398754,300,388.3068288,415100
399285,750,388.6448598,415850
399560,300,388.5620915,416150
399833,350,388.5261194,416500
400100,250,388.3970177,416750
400504,350,388.3612663,417100
400939,550,388.5116279,417650
401447,750,388.8475836,418400
401654,300,388.7650882,418700
402273,800,389.1465677,419500
402574,300,389.0639481,419800
403004,350,389.0277778,420150
403273,400,389.0379278,420550
403633,350,389.0018484,420900
403984,450,389.0581717,421350
404425,250,388.9298893,421600
404715,400,388.9400922,422000
405127,400,388.9502762,422400
405570,650,389.1904324,423050
405833,350,389.1544118,423400
406416,650,389.3939394,424050
406825,450,389.4495413,424500
407138,300,389.3675527,424800
407394,150,389.1483516,424950
407729,500,389.2497713,425450
408064,400,389.2595978,425850
408314,300,389.1780822,426150
408665,250,389.0510949,426400
409106,450,389.1066545,426850
409459,300,389.0255009,427150
409859,400,389.0354868,427550
410312,300,388.9545455,427850
410714,600,389.1462307,428450
411284,650,389.3829401,429100
411859,700,389.6645512,429800
412177,350,389.6286232,430150
412732,800,390,430950
413158,650,390.2350814,431600
413500,250,390.1084011,431850
414012,650,390.3429603,432500
414271,350,390.3065825,432850
414568,400,390.3153153,433250
414957,400,390.3240324,433650
415392,400,390.3327338,434050
415790,500,390.4312668,434550
416069,350,390.3949731,434900
416687,700,390.6726457,435600
417280,700,390.9498208,436300
417727,450,391.0026858,436750
418307,650,391.234347,437400
418627,450,391.2868633,437850
419068,500,391.3839286,438350
419341,250,391.2578055,438600
419910,650,391.4884135,439250
420252,400,391.4959929,439650
420541,300,391.4145907,439950
420997,500,391.5111111,440450
421381,300,391.4298401,440750
421771,400,391.4374445,441150
422365,950,391.9326241,442100
422919,600,392.1169176,442700
423259,200,391.9469027,442900
423548,300,391.8656057,443200
424006,550,392.0053004,443750
424398,400,392.0123566,444150
424764,250,391.8871252,444400
425260,500,391.9823789,444900
425551,400,391.9894366,445300
425831,350,391.9525066,445650
426199,400,391.9595782,446050
426458,300,391.8788411,446350
426687,250,391.754386,446600
426980,350,391.7177914,446950
427376,450,391.7688266,447400
427642,350,391.7322835,447750
428096,450,391.7832168,448200
428626,700,392.0524017,448900
429121,450,392.1029668,449350
429601,650,392.3278117,450000
430048,550,392.4651568,450550
430455,350,392.4281984,450900
430733,350,392.3913043,451250
431109,300,392.3110339,451550
431499,450,392.3611111,452000
431982,550,392.4978317,452550
432385,400,392.5043328,452950
432604,300,392.4242424,453250
433001,400,392.4307958,453650
433413,550,392.5669836,454200
433729,300,392.4870466,454500
434097,450,392.5366695,454950
434487,400,392.5431034,455350
434905,450,392.5925926,455800
435177,250,392.4698795,456050
435462,250,392.3473775,456300
435874,250,392.2250859,456550
436250,650,392.4463519,457200
436606,350,392.4099485,457550
436943,350,392.3736075,457900
437394,600,392.5513699,458500
437823,400,392.5577417,458900
438203,250,392.4358974,459150
438505,450,392.4850555,459600
438805,450,392.5341297,460050
439202,400,392.5404945,460450
439636,400,392.5468484,460850
440109,550,392.6808511,461400
440592,400,392.6870748,461800
441140,550,392.8207307,462350
441496,350,392.7843803,462700
441737,300,392.7056828,463000
442116,400,392.7118644,463400
442422,450,392.7603726,463850
442801,450,392.8087986,464300
443287,600,392.9839391,464900
443987,800,393.3277027,465700
444228,200,393.164557,465900
444444,300,393.0860034,466200
444735,250,392.9654591,466450
445012,300,392.8872054,466750
445279,350,392.8511354,467100
445640,550,392.9831933,467650
446081,600,393.1570109,468250
446582,500,393.2466443,468750
447036,450,393.2942163,469200
447319,250,393.1742044,469450
447723,450,393.2217573,469900
448121,350,393.1856187,470250
448555,600,393.358396,470850
449096,450,393.4056761,471300
449378,200,393.2443703,471500
449892,700,393.5,472200
450295,250,393.3805162,472450
450559,250,393.2612313,472700
450898,400,393.2668329,473100
451415,700,393.5215947,473800
451841,400,393.526971,474200
452319,400,393.5323383,474600
452736,550,393.6619718,475150
452991,300,393.5844371,475450
453528,700,393.8378825,476150
453940,600,394.0082645,476750
454349,450,394.0545004,477200
454832,700,394.3069307,477900
455169,450,394.3528442,478350
455555,350,394.3163097,478700
455814,250,394.1975309,478950
456119,350,394.1611842,479300
456387,100,393.9194741,479400
456769,450,393.9655172,479850
457069,250,393.8474159,480100
457633,600,394.0163934,480700
457983,300,393.9393939,481000
458684,700,394.1898527,481700
459255,600,394.3581357,482300
459519,200,394.1993464,482500
459899,500,394.2857143,483000
460250,400,394.2903752,483400
460536,250,394.1727791,483650
460963,650,394.3811075,484300
461351,450,394.4263629,484750
461977,700,394.6747967,485450
462242,300,394.5978879,485750
462503,300,394.5211039,486050
462997,450,394.5660989,486500
463514,650,394.7730956,487150
463819,200,394.6153846,487350
464126,250,394.4983819,487600
464749,600,394.6645109,488200
465099,400,394.6688207,488600
465543,350,394.6327684,488950
465987,500,394.7177419,489450
466214,200,394.560838,489650
466694,550,394.6859903,490200
467477,1000,395.1729686,491200
467771,350,395.1366559,491550
468292,400,395.1405622,491950
468907,650,395.3451043,492600
469267,550,395.4691259,493150
469724,450,395.5128205,493600
470179,650,395.7165733,494250
470615,450,395.76,494700
471122,800,396.0831335,495500
471456,450,396.1261981,495950
471893,550,396.2490024,496500
472137,300,396.1722488,496800
472528,450,396.2151394,497250
472921,500,396.2977707,497750
473326,550,396.4200477,498300
473596,250,396.3036566,498550
473870,400,396.3065925,498950
474275,300,396.2301587,499250
474584,250,396.1141951,499500
474897,450,396.1568938,499950
475143,300,396.0807601,500250
475418,400,396.0838608,500650
475913,550,396.2055336,501200
476458,550,396.3270142,501750
477112,800,396.6456196,502550
477447,400,396.648265,502950
477732,250,396.5327029,503200
478003,200,396.3779528,503400
478497,400,396.3808025,503800
478989,500,396.4622642,504300
479365,300,396.3864886,504600
479734,350,396.3500785,504950
480204,500,396.4313725,505450
480497,350,396.3949843,505800
480803,250,396.2803446,506050
481295,450,396.3223787,506500
481702,500,396.4034402,507000
481956,200,396.25,507200
482439,550,396.3700234,507750
482864,600,396.5288612,508350
483394,700,396.7653936,509050
483694,300,396.6900312,509350
484099,400,396.692607,509750
484359,300,396.6174184,510050
484983,750,396.8919969,510800
485478,500,396.9720497,511300
485858,550,397.090768,511850
486158,250,396.9767442,512100
486670,650,397.1727343,512750
487115,550,397.2910217,513300
487538,550,397.4091261,513850
487811,250,397.2952087,514100
488188,450,397.3359073,514550
488649,500,397.4151235,515050
489084,600,397.5713184,515650
489448,300,397.4961479,515950
489836,400,397.4980754,516350
490196,450,397.5384615,516800
490474,250,397.4250576,517050
490769,350,397.3886329,517400
491155,400,397.390637,517800
491636,600,397.5460123,518400
492149,750,397.816092,519150
492392,350,397.7794793,519500
492747,300,397.7046672,519800
493107,400,397.706422,520200
493348,250,397.5935829,520450
493962,550,397.7099237,521000
494310,350,397.6735317,521350
494696,450,397.7134146,521800
495038,200,397.5628332,522000
495436,550,397.6788432,522550
495940,600,397.8326996,523150
496298,350,397.7963526,523500
496645,350,397.7600607,523850
497013,350,397.723824,524200
497420,250,397.6118271,524450
497689,50,397.3484848,524500
498228,500,397.4261923,525000
498522,350,397.3903177,525350
499053,700,397.6190476,526050
499534,500,397.6963746,526550
499826,350,397.6603774,526900
500104,350,397.6244344,527250
500641,850,397.9653353,528100
500995,300,397.8915663,528400
501344,400,397.8931527,528800
501692,350,397.8571429,529150
502217,550,397.97145,529700
502636,400,397.972973,530100
503104,350,397.9369842,530450
503488,200,397.7886057,530650
503788,300,397.7153558,530950
504327,650,397.9041916,531600
504843,750,398.1675393,532350
505472,800,398.4678625,533150
506128,700,398.6930545,533850
506573,500,398.7686567,534350
507194,800,399.0678598,535150
507658,400,399.0685544,535550
508269,550,399.1809382,536100
508889,800,399.4791667,536900
509153,450,399.5167286,537350
509418,200,399.3684993,537550
509776,450,399.4060876,538000
510141,250,399.2952522,538250
510723,800,399.5922906,539050
511181,500,399.6666667,539550
511470,300,399.5928942,539850
511925,500,399.6671598,540350
512459,400,399.6674058,540750
512854,300,399.5937962,541050
513086,250,399.4833948,541300
513402,350,399.4469027,541650
513802,400,399.4473102,542050
514415,650,399.6318115,542700
514804,350,399.5952907,543050
515159,300,399.5220588,543350
515514,400,399.52241,543750
515881,400,399.5227606,544150
516275,400,399.5231108,544550
516786,300,399.4501466,544850
517087,350,399.4139194,545200
517347,350,399.3777452,545550
517799,250,399.2684711,545800
518302,650,399.4517544,546450
518804,700,399.6712929,547150
519193,550,399.7810219,547700
519709,600,399.9270605,548300
520108,450,399.9635569,548750
520546,550,400.0728332,549300
520920,350,400.0363901,549650
521240,300,399.9636364,549950
521872,750,400.2180233,550700
522232,400,400.2178649,551100
522684,700,400.4354136,551800
523048,350,400.3988397,552150
523396,400,400.3985507,552550
523726,350,400.3620565,552900
523987,350,400.3256151,553250
524481,550,400.4338395,553800
524752,400,400.433526,554200
525174,600,400.5776173,554800
525530,300,400.5050505,555100
525791,250,400.3965393,555350
526184,500,400.4682997,555850
526626,550,400.5759539,556400
526904,250,400.4676259,556650
527205,400,400.4672897,557050
527512,250,400.3591954,557300
528049,650,400.5384063,557950
528338,350,400.5021521,558300
528689,500,400.5734767,558800
528996,300,400.5014327,559100
529390,450,400.5368647,559550
529746,400,400.5364807,559950
530286,550,400.6433167,560500
530649,450,400.6785714,560950
531210,600,400.8208423,561550
531605,550,400.9272468,562100
532103,550,401.0334996,562650
532680,850,401.3532764,563500
533122,550,401.4590747,564050
533652,750,401.7069701,564800
533960,350,401.6702203,565150
534449,650,401.8465909,565800
535252,850,402.1646558,566650
535551,300,402.0921986,566950
536028,750,402.3387668,567700
536390,450,402.3725212,568150
536852,300,402.3000708,568450
537263,600,402.4398868,569050
537670,600,402.5795053,569650
537935,350,402.5423729,570000
538201,300,402.4700071,570300
538515,300,402.3977433,570600
538882,450,402.4312896,571050
539258,400,402.4295775,571450
539872,600,402.5686137,572050
540301,650,402.742616,572700
540637,300,402.6704146,573000
541023,400,402.6685393,573400
541512,650,402.8421053,574050
541950,350,402.8050491,574400
542521,700,403.0133146,575100
542993,450,403.0462185,575550
543396,400,403.0440868,575950
543675,250,402.9370629,576200
544034,350,402.9000699,576550
544546,500,402.9678771,577050
544835,350,402.9309142,577400
545333,450,402.9637378,577850
545758,750,403.2055749,578600
546033,150,403.0292479,578750
546421,550,403.131524,579300
546716,350,403.0945758,579650
547106,550,403.1966644,580200
547373,250,403.0902778,580450
547732,550,403.1922276,581000
548274,650,403.3633842,581650
548639,400,403.3610534,582050
549294,600,403.4972299,582650
549690,450,403.5294118,583100
550543,1000,403.9419087,584100
551054,550,404.0428473,584650
551388,350,404.0055249,585000
551803,500,404.0717736,585500
552431,800,404.3448276,586300
553062,800,404.6175052,587100
553359,250,404.5110193,587350
553781,550,404.6111493,587900
554192,500,404.6767538,588400
554697,700,404.8797251,589100
555068,400,404.8763736,589500
555334,250,404.7700755,589750
555602,200,404.6296296,589950
556020,550,404.7292666,590500
556359,300,404.6575342,590800
556654,300,404.5859001,591100
557076,700,404.7879617,591800
557287,350,404.7505126,592150
557809,750,404.9863388,592900
558380,750,405.221843,593650
558685,350,405.1841746,594000
559018,350,405.1465576,594350
559458,600,405.2792916,594950
560079,700,405.4799183,595650
560328,200,405.3401361,595850
560736,550,405.4384772,596400
561194,600,405.5706522,597000
561627,400,405.5668703,597400
561935,300,405.495251,597700
562165,350,405.4576271,598050
562647,550,405.5555556,598600
563158,700,405.7549086,599300
563375,250,405.6495264,599550
563666,400,405.6457066,599950
564107,500,405.7094595,600450
564541,700,405.9081702,601150
565016,800,406.1740891,601950
565520,600,406.3047876,602550
565745,200,406.1657682,602750
566233,600,406.2962963,603350
566788,550,406.3930013,603900
567039,200,406.2542031,604100
567333,350,406.2163978,604450
567853,550,406.3129617,605000
568353,650,406.4765101,605650
568928,750,406.7069081,606400
569233,350,406.6689008,606750
569642,400,406.664434,607150
570131,750,406.8942436,607900
570431,250,406.7892977,608150
570692,200,406.6510695,608350
571066,250,406.5464262,608600
571459,350,406.5086782,608950
571714,300,406.4376251,609250
572184,500,406.5,609750
572692,750,406.7288474,610500
573089,500,406.7909454,611000
573471,350,406.7531603,611350
573788,400,406.7486702,611750
574077,300,406.6777409,612050
574629,550,406.7729084,612600
575039,800,407.0338421,613400
575385,400,407.0291777,613800
575912,750,407.2564612,614550
576560,850,407.5496689,615400
576843,250,407.4454004,615650
577113,200,407.3082011,615850
577424,300,407.2372769,616150
577834,400,407.2324967,616550
578326,700,407.4257426,617250
578641,350,407.3878628,617600
579092,300,407.3170732,617900
579546,600,407.4440053,618500
579779,300,407.3732719,618800
580277,750,407.5986842,619550
580540,200,407.4621959,619750
580801,200,407.325887,619950
581235,450,407.3539068,620400
581659,700,407.5459318,621100
581998,250,407.442623,621350
582392,500,407.5032765,621850
582806,550,407.5965946,622400
583082,350,407.5589005,622750
583487,600,407.6847613,623350
583897,600,407.8104575,623950
584221,250,407.7073808,624200
584729,550,407.8002611,624750
585087,400,407.7951729,625150
585635,650,407.9530639,625800
586099,600,408.0781759,626400
586504,350,408.0403646,626750
586870,350,408.0026025,627100
587362,600,408.1274382,627700
587751,450,408.1546459,628150
588033,200,408.0194805,628350
588498,250,407.9169371,628600
589012,750,408.1387808,629350
589407,450,408.1659106,629800
589781,500,408.2253886,630300
590447,650,408.381877,630950
590794,400,408.3764554,631350
591374,650,408.5326438,632000
591774,300,408.4625323,632300
592439,650,408.6184635,632950
592805,450,408.6451613,633400
593138,300,408.5751128,633700
593469,450,408.6018041,634150
593745,200,408.4674823,634350
594147,500,408.5263835,634850
594596,600,408.6495177,635450
595026,600,408.7724936,636050
595379,550,408.8631985,636600
595609,300,408.7933248,636900
596024,500,408.8518281,637400
596430,650,409.0064103,638050
596744,400,409.0006406,638450
597208,650,409.1549296,639100
597419,300,409.0850928,639400
597971,850,409.3670077,640250
598484,900,409.6805112,641150
598784,250,409.5785441,641400
599191,400,409.5724314,641800
599834,750,409.7895408,642550
600355,850,410.0701083,643400
600709,350,410.0318471,643750
601218,650,410.1845958,644400
601698,650,410.3371501,645050
602228,700,410.5212969,645750
602534,350,410.4828463,646100
602894,300,410.4126984,646400
603170,100,410.215736,646500
603505,350,410.1775523,646850
603808,350,410.139417,647200
604232,450,410.1646612,647650
604723,700,410.3481013,648350
604979,250,410.2466793,648600
605322,350,410.2085967,648950
605654,300,410.1389766,649250
606065,250,410.0378788,649500
606399,250,409.9369085,649750
606710,400,409.9306431,650150
606985,100,409.7353497,650250
607497,500,409.7921914,650750
607790,250,409.69163,651000
608137,400,409.6855346,651400
608442,400,409.6794469,651800
609143,800,409.9246231,652600
609538,450,409.9497803,653050
609838,300,409.880803,653350
610177,250,409.7805643,653600
610566,400,409.7744361,654000
611083,700,409.9561678,654700
611356,250,409.8560701,654950
611661,400,409.8499062,655350
612108,500,409.90625,655850
612568,400,409.9000625,656250
612965,350,409.8626717,656600
613254,200,409.731753,656800
613549,300,409.6633416,657100
613987,600,409.7819315,657700
614408,500,409.8381071,658200
614883,450,409.8630989,658650
615230,400,409.8569652,659050
615725,400,409.850839,659450
616254,650,410,660100
616795,550,410.0869025,660650
617086,300,410.0186104,660950
617779,700,410.1983881,661650
618074,100,410.0061958,661750
618600,700,410.1857585,662450
619051,350,410.1485149,662800
619352,300,410.0803958,663100
619830,550,410.1668727,663650
620284,600,410.284126,664250
620689,400,410.2777778,664650
621073,400,410.2714374,665050
621495,450,410.2959309,665500
621842,450,410.3203943,665950
622365,500,410.3756158,666450
622657,300,410.3076923,666750
622924,200,410.1783518,666950
623209,300,410.1106331,667250
623566,550,410.1965602,667800
623894,250,410.0982198,668050
624185,300,410.0306748,668350
624453,250,409.9325567,668600
624833,250,409.8345588,668850
625221,600,409.9510104,669450
625730,550,410.0367197,670000
626225,400,410.030581,670400
626594,600,410.1466993,671000
626911,300,410.0794136,671300
627196,250,409.981685,671550
627464,150,409.8230628,671700
627725,50,409.6036585,671750
628076,300,409.5368678,672050
628392,350,409.500609,672400
628675,150,409.3426659,672550
628932,100,409.1545012,672650
629210,250,409.0577508,672900
629524,250,408.9611179,673150
629847,250,408.8646023,673400
630393,500,408.9199029,673900
630785,500,408.9751364,674400
631130,350,408.9393939,674750
631412,100,408.7522714,674850
632004,750,408.9588378,675600
632355,400,408.953418,676000
632705,250,408.8573156,676250
633201,800,409.0936556,677050
633529,500,409.1485507,677550
633825,300,409.0826795,677850
634116,250,408.986731,678100
634468,300,408.9210368,678400
634979,650,409.0662651,679050
635471,450,409.0909091,679500
635918,350,409.055355,679850
636267,350,409.0198437,680200
636886,500,409.0745192,680700
637636,800,409.3093093,681500
638029,450,409.3337335,681950
638481,800,409.5680864,682750
638727,250,409.4724221,683000
639227,400,409.4667466,683400
639613,300,409.4011976,683700
640014,600,409.5152603,684300
640411,550,409.5992823,684850
640786,250,409.5038852,685100
641077,400,409.4982079,685500
641349,150,409.3432836,685650
641788,700,409.5167064,686350
642072,350,409.4812165,686700
642473,500,409.5351609,687200
642759,250,409.4401429,687450
642991,250,409.3452381,687700
643414,450,409.369423,688150
644089,700,409.5422117,688850
644442,300,409.4771242,689150
644973,500,409.5308789,689650
645377,500,409.5845697,690150
645725,500,409.6381969,690650
646163,600,409.7510373,691250
646564,550,409.8341232,691800
646927,350,409.7986975,692150
647225,300,409.7337278,692450
647620,450,409.7575399,692900
648160,650,409.8995272,693550
648493,300,409.8346131,693850
648769,300,409.7697757,694150
649110,400,409.7640118,694550
649361,300,409.6992925,694850
649775,600,409.8114319,695450
650162,350,409.7762073,695800
650565,250,409.682166,696050
650960,400,409.6764706,696450
651527,750,409.8765432,697200
651790,400,409.8707403,697600
652291,600,409.982384,698200
652631,350,409.9471831,698550
652972,450,409.9706745,699000
653389,400,409.96483,699400
653836,550,410.0468658,699950
654652,850,410.3044496,700800
655025,550,410.3861908,701350
655306,300,410.3216374,701650
655781,550,410.4032729,702200
656185,500,410.4556075,702700
656551,250,410.3619381,702950
656818,300,410.2975496,703250
657113,300,410.2332362,703550
657518,250,410.1398601,703800
658006,600,410.2504368,704400
658400,350,410.2153667,704750
658824,650,410.3548575,705400
659109,50,410.1453488,705450
659423,350,410.1104009,705800
659917,650,410.2497096,706450
660249,500,410.3017992,706950
660749,600,410.4118329,707550
661052,350,410.3768116,707900
661456,650,410.5156431,708550
661992,650,410.6543138,709200
662315,500,410.7060185,709700
662745,550,410.7865818,710250
663158,450,410.8092486,710700
663648,700,410.9763143,711400
664028,550,411.056582,711950
664306,400,411.050202,712350
664634,250,410.9573241,712600
665033,450,410.9798271,713050
665280,300,410.9158986,713350
665764,400,410.9096143,713750
666065,350,410.8745685,714100
666345,500,410.9258194,714600
666709,400,410.9195402,715000
667178,700,411.085583,715700
667959,950,411.3949483,716650
668311,300,411.3310384,716950
668727,550,411.4105505,717500
669161,550,411.4899713,718050
669510,450,411.5120275,718500
669950,550,411.5912994,719050
670307,350,411.5560641,719400
670821,750,411.7495712,720150
671305,650,411.8857143,720800
671906,450,411.9074814,721250
672344,450,411.9292237,721700
672607,200,411.8083286,721900
672974,350,411.7730901,722250
673416,550,411.8518519,722800
673798,200,411.7312073,723000
674286,750,411.9237336,723750
674554,250,411.8316268,724000
674896,350,411.7964753,724350
675427,450,411.8181818,724800
675839,400,411.8114708,725200
676469,650,411.9466515,725850
676875,500,411.9965967,726350
677150,400,411.9897959,726750
677642,550,412.0679887,727300
677918,400,412.0611552,727700
678316,350,412.0260328,728050
678798,550,412.1040724,728600
679089,250,412.0124364,728850
679481,500,412.0621469,729350
680172,700,412.2247318,730050
680466,300,412.1613995,730350
680812,300,412.0981387,730650
681256,550,412.1758737,731200
682164,900,412.4507042,732100
682749,700,412.6126126,732800
683018,250,412.521103,733050
683320,300,412.4578178,733350
683745,250,412.366498,733600
684149,300,412.3033708,733900
684496,350,412.2683885,734250
684851,300,412.2053872,734550
685140,300,412.1424565,734850
685660,650,412.2757848,735500
686111,700,412.4369748,736200
686711,900,412.7099664,737100
687005,200,412.5909345,737300
687496,700,412.7516779,738000
687845,350,412.7166015,738350
688229,550,412.7932961,738900
688621,600,412.8978224,739500
689111,500,412.9464286,740000
689400,300,412.8834356,740300
689694,250,412.7926421,740550
689934,150,412.6462396,740700
690392,700,412.8062361,741400
690843,550,412.8825821,741950
691313,450,412.9032258,742400
691541,200,412.7848805,742600
691936,400,412.7777778,743000
692325,350,412.7429206,743350
692623,300,412.6803552,743650
693110,600,412.7842485,744250
693494,500,412.8325942,744750
693825,300,412.7700831,745050
694125,350,412.7353267,745400
694659,450,412.7559491,745850
695106,450,412.7765487,746300
695539,650,412.9076838,746950
695982,500,412.9558011,747450
696280,250,412.86582,747700
696559,300,412.803532,748000
696953,350,412.7688913,748350
697369,500,412.8169791,748850
697791,550,412.892562,749400
698174,500,412.9405286,749900
698677,600,413.0434783,750500
699070,400,413.0363036,750900
699593,800,413.2490379,751700
700119,700,413.4065934,752400
700464,350,413.3717738,752750
700865,500,413.4193194,753250
701259,500,413.4668129,753750
701649,350,413.4320175,754100
701937,350,413.3972603,754450
702289,300,413.3351588,754750
702843,450,413.3552271,755200
703230,450,413.3752735,755650
703809,600,413.47731,756250
704106,250,413.3879781,756500
704534,450,413.4079738,756950
704787,350,413.3733624,757300
705140,300,413.3115112,757600
705480,450,413.3315158,758050
705883,450,413.3514986,758500
706168,300,413.2897603,758800
706472,250,413.200871,759050
706901,600,413.3025027,759650
707345,550,413.3768352,760200
707634,200,413.2608696,760400
707887,250,413.172189,760650
708418,700,413.3279045,761350
708742,400,413.3206728,761750
709169,600,413.4219089,762350
709696,700,413.5772358,763050
710127,500,413.624052,763550
710435,300,413.5625338,763850
710914,550,413.6363636,764400
711222,350,413.601947,764750
711519,350,413.5675676,765100
711920,500,413.6142626,765600
712247,200,413.4989201,765800
712533,350,413.4646519,766150
712836,200,413.3495146,766350
713059,250,413.2614555,766600
713405,500,413.3081897,767100
713809,200,413.1933226,767300
714256,550,413.2669537,767850
714555,250,413.1791286,768100
715075,500,413.2258065,768600
715436,400,413.2186996,769000
715906,700,413.3727175,769700
716425,550,413.4460548,770250
716957,700,413.5997854,770950
717395,450,413.6193029,771400
717691,250,413.5316184,771650
718381,750,413.7118372,772400
719020,700,413.8650964,773100
719474,600,413.964687,773700
719971,600,414.0641711,774300
720507,600,414.1635489,774900
720839,300,414.1025641,775200
721228,450,414.1217298,775650
721758,650,414.2475987,776300
722154,550,414.32,776850
722650,600,414.4189765,777450
723079,450,414.4379329,777900
723393,400,414.4302449,778300
723689,250,414.3427355,778550
724164,650,414.4680851,779200
724501,350,414.4338118,779550
725112,450,414.4527099,780000
725378,250,414.3653744,780250
725874,350,414.3312102,780600
726169,250,414.2440318,780850
726484,350,414.2099682,781200
727090,750,414.3879173,781950
727387,250,414.3008475,782200
728036,750,414.4785601,782950
728545,600,414.5767196,783550
728853,300,414.516129,783850
729293,500,414.5613108,784350
729660,400,414.5536186,784750
730100,550,414.625132,785300
730526,550,414.6965699,785850
730814,400,414.6888186,786250
731272,500,414.7337902,786750
731857,600,414.8314015,787350
732161,300,414.7709321,787650
732576,550,414.8421053,788200
733110,800,415.0447133,789000
733702,600,415.1419558,789600
734097,550,415.2128219,790150
734693,500,415.2573529,790650
734994,250,415.1706037,790900
735474,600,415.2675761,791500
735729,200,415.1546932,791700
736041,350,415.1205451,792050
736427,550,415.1911996,792600
736915,450,415.2094241,793050
737389,550,415.2799581,793600
738206,1150,415.6642259,794750
738468,350,415.6299007,795100
738957,300,415.569488,795400
739330,600,415.6657963,796000
739795,600,415.7620042,796600
740217,750,415.9363589,797350
740526,300,415.8759124,797650
740944,550,415.9458051,798200
741360,600,416.0416667,798800
741747,450,416.0593441,799250
742177,550,416.1290323,799800
742777,800,416.3286531,800600
743204,750,416.502079,801350
743556,400,416.4935065,801750
743832,450,416.5109034,802200
744213,350,416.4763882,802550
744484,350,416.4419087,802900
744905,650,416.562986,803550
745274,400,416.5544041,803950
745716,500,416.5976178,804450
746017,350,416.563147,804800
746384,700,416.7097775,805500
746803,700,416.8562565,806200
747093,300,416.7958656,806500
747525,500,416.838843,807000
748103,700,416.9850284,807700
748443,350,416.9504644,808050
749169,1100,417.3027334,809150
749656,500,417.3453608,809650
749959,450,417.3621844,810100
750262,350,417.3274974,810450
750658,400,417.3185795,810850
751124,500,417.3611111,811350
751409,500,417.403599,811850
751819,550,417.4717369,812400
752234,450,417.4884438,812850
752473,300,417.4281314,813150
752848,350,417.3935351,813500
753105,300,417.3333333,813800
753672,750,417.5038442,814550
753978,100,417.3411885,814650
754488,550,417.4091142,815200
754900,550,417.4769703,815750
755499,900,417.7237852,816650
755811,250,417.6380368,816900
756112,200,417.5268268,817100
756398,350,417.4923391,817450
756644,300,417.4323635,817750
756917,350,417.3979592,818100
757179,250,417.3125956,818350
757641,500,417.3547401,818850
757919,450,417.3713704,819300
758422,600,417.4643585,819900
758799,600,417.5572519,820500
759099,300,417.4974568,820800
759403,500,417.5394001,821300
759927,650,417.6575203,821950
760674,850,417.877095,822800
761224,500,417.9187817,823300
761829,750,418.0872653,824050
762058,200,417.9766734,824250
762363,300,417.9168779,824550
762784,450,417.9331307,825000
763355,850,418.1518987,825850
763750,350,418.1174089,826200
764013,200,418.0070814,826400
764354,300,417.9474216,826700
764691,200,417.8372916,826900
765221,550,417.9040404,827450
765598,400,417.8950025,827850
766080,650,418.012109,828500
766341,400,418.0030257,828900
766619,300,417.9435484,829200
766885,250,417.8589421,829450
767198,250,417.7744209,829700
767470,250,417.6899849,829950
767903,400,417.6810865,830350
768302,450,417.6973353,830800
768575,200,417.5879397,831000
768921,400,417.579106,831400
769257,250,417.4949799,831650
769537,350,417.4611139,832000
769880,400,417.4523571,832400
770356,350,417.4185464,832750
770876,350,417.3847695,833100
771368,500,417.4261392,833600
771633,300,417.3673674,833900
772018,450,417.3836918,834350
772452,400,417.375,834750
772862,600,417.4662669,835350
773218,350,417.4325674,835700
773493,400,417.4238642,836100
773882,650,417.5399202,836750
774176,250,417.4563591,837000
774545,600,417.5473579,837600
774791,250,417.4638764,837850
775048,250,417.3804781,838100
775321,350,417.3469388,838450
775843,850,417.5621891,839300
776243,500,417.6031825,839800
776515,150,417.4701789,839950
776908,450,417.4863388,840400
777442,700,417.6266137,841100
