,0
1391,250.0
1392,200.0
1393,300.0
1394,200.0
1395,450.0
1396,300.0
1397,200.0
1398,250.0
1399,200.0
1400,350.0
1401,200.0
1402,200.0
1403,250.0
1404,450.0
1405,350.0
1406,150.0
1407,400.0
1408,200.0
1409,150.0
1410,150.0
1411,350.0
1412,250.0
1413,350.0
1414,200.0
1415,350.0
1416,150.0
1417,400.0
1418,250.0
1419,250.0
1420,100.0
1421,500.0
1422,200.0
1423,400.0
1424,150.0
1425,150.0
1426,100.0
1427,100.0
1428,150.0
1429,300.0
1430,100.0
1431,350.0
1432,350.0
1433,150.0
1434,300.0
1435,250.0
1436,200.0
1437,650.0
1438,100.0
1439,200.0
1440,200.0
1441,150.0
1442,250.0
1443,300.0
1444,450.0
1445,100.0
1446,300.0
1447,250.0
1448,400.0
1449,600.0
1450,150.0
1451,250.0
1452,150.0
1453,300.0
1454,350.0
1455,600.0
1456,250.0
1457,150.0
1458,250.0
1459,200.0
1460,50.0
1461,350.0
1462,450.0
1463,300.0
1464,500.0
1465,150.0
1466,400.0
1467,250.0
1468,150.0
1469,450.0
1470,300.0
1471,550.0
1472,250.0
1473,300.0
1474,250.0
1475,150.0
1476,350.0
1477,400.0
1478,150.0
1479,200.0
1480,300.0
1481,200.0
1482,750.0
1483,150.0
1484,450.0
1485,100.0
1486,300.0
1487,150.0
1488,250.0
1489,150.0
1490,200.0
1491,700.0
1492,300.0
1493,200.0
1494,450.0
1495,250.0
1496,100.0
1497,200.0
1498,200.0
1499,300.0
1500,300.0
1501,450.0
1502,250.0
1503,100.0
1504,200.0
1505,400.0
1506,400.0
1507,200.0
1508,250.0
1509,200.0
1510,650.0
1511,100.0
1512,450.0
1513,350.0
1514,200.0
1515,200.0
1516,700.0
1517,250.0
1518,150.0
1519,300.0
1520,200.0
1521,250.0
1522,400.0
1523,400.0
1524,350.0
1525,200.0
1526,100.0
1527,700.0
1528,200.0
1529,650.0
1530,250.0
1531,300.0
1532,950.0
1533,150.0
1534,350.0
1535,550.0
1536,500.0
1537,450.0
1538,200.0
1539,350.0
1540,100.0
1541,200.0
1542,450.0
1543,150.0
1544,250.0
1545,250.0
1546,400.0
1547,150.0
1548,150.0
1549,250.0
1550,450.0
1551,300.0
1552,300.0
1553,150.0
1554,150.0
1555,150.0
1556,200.0
1557,200.0
1558,200.0
1559,400.0
1560,100.0
1561,200.0
1562,300.0
1563,350.0
1564,450.0
1565,150.0
1566,400.0
1567,200.0
1568,200.0
1569,200.0
1570,200.0
1571,300.0
1572,300.0
1573,200.0
1574,150.0
1575,200.0
1576,200.0
1577,100.0
1578,250.0
1579,400.0
1580,750.0
1581,250.0
1582,300.0
1583,150.0
1584,200.0
1585,550.0
1586,200.0
1587,150.0
1588,300.0
1589,300.0
1590,300.0
1591,350.0
1592,150.0
1593,250.0
1594,100.0
1595,850.0
1596,250.0
1597,300.0
1598,300.0
1599,550.0
1600,250.0
1601,300.0
1602,200.0
1603,600.0
1604,300.0
1605,250.0
1606,450.0
1607,400.0
1608,200.0
1609,200.0
1610,500.0
1611,250.0
1612,500.0
1613,100.0
1614,150.0
1615,650.0
1616,150.0
1617,200.0
1618,250.0
1619,500.0
1620,300.0
1621,350.0
1622,450.0
1623,400.0
1624,200.0
1625,300.0
1626,300.0
1627,100.0
1628,250.0
1629,250.0
1630,200.0
1631,150.0
1632,150.0
1633,300.0
1634,300.0
1635,600.0
1636,150.0
1637,450.0
1638,250.0
1639,250.0
1640,450.0
1641,200.0
1642,250.0
1643,400.0
1644,200.0
1645,150.0
1646,250.0
1647,250.0
1648,150.0
1649,250.0
1650,650.0
1651,100.0
1652,450.0
1653,150.0
1654,150.0
1655,150.0
1656,200.0
1657,100.0
1658,250.0
1659,350.0
1660,250.0
1661,300.0
1662,50.0
1663,200.0
1664,250.0
1665,500.0
1666,350.0
1667,150.0
1668,250.0
1669,350.0
1670,150.0
1671,400.0
1672,500.0
1673,100.0
1674,150.0
1675,350.0
1676,200.0
1677,550.0
1678,400.0
1679,400.0
1680,350.0
1681,200.0
1682,350.0
1683,200.0
1684,250.0
1685,450.0
1686,200.0
1687,150.0
1688,300.0
1689,250.0
1690,400.0
1691,450.0
1692,550.0
1693,250.0
1694,250.0
1695,250.0
1696,400.0
1697,450.0
1698,100.0
1699,200.0
1700,200.0
1701,150.0
1702,200.0
1703,100.0
1704,100.0
1705,100.0
1706,150.0
1707,200.0
1708,350.0
1709,250.0
1710,550.0
1711,450.0
1712,350.0
1713,150.0
1714,150.0
1715,250.0
1716,400.0
1717,300.0
1718,50.0
1719,150.0
1720,250.0
1721,250.0
1722,450.0
1723,750.0
1724,350.0
1725,200.0
1726,400.0
1727,300.0
1728,250.0
1729,200.0
1730,150.0
1731,400.0
1732,750.0
1733,250.0
1734,450.0
1735,450.0
1736,450.0
1737,550.0
1738,250.0
1739,250.0
1740,250.0
1741,500.0
1742,350.0
1743,250.0
1744,150.0
1745,100.0
1746,400.0
1747,100.0
1748,150.0
1749,150.0
1750,600.0
1751,550.0
1752,350.0
1753,250.0
1754,250.0
1755,50.0
1756,200.0
1757,150.0
1758,450.0
1759,150.0
1760,100.0
1761,300.0
1762,150.0
1763,150.0
1764,400.0
1765,650.0
1766,450.0
1767,450.0
1768,200.0
1769,250.0
1770,400.0
1771,200.0
1772,300.0
1773,250.0
1774,450.0
1775,600.0
1776,250.0
1777,450.0
1778,150.0
1779,200.0
1780,550.0
1781,400.0
1782,200.0
1783,400.0
1784,450.0
1785,300.0
1786,350.0
1787,150.0
1788,150.0
1789,50.0
1790,350.0
1791,100.0
1792,100.0
1793,300.0
1794,250.0
1795,400.0
1796,450.0
1797,450.0
1798,450.0
1799,650.0
1800,300.0
1801,150.0
1802,450.0
1803,200.0
1804,300.0
1805,350.0
1806,400.0
1807,400.0
1808,300.0
1809,250.0
1810,150.0
1811,200.0
1812,100.0
1813,400.0
1814,400.0
1815,400.0
1816,150.0
1817,550.0
1818,150.0
1819,200.0
1820,200.0
1821,800.0
1822,150.0
1823,150.0
1824,200.0
1825,150.0
1826,300.0
1827,150.0
1828,500.0
1829,150.0
1830,300.0
1831,150.0
1832,50.0
1833,650.0
1834,200.0
1835,850.0
1836,250.0
1837,450.0
1838,450.0
1839,100.0
1840,200.0
1841,300.0
1842,150.0
1843,100.0
1844,200.0
1845,450.0
1846,600.0
1847,500.0
1848,100.0
1849,300.0
1850,250.0
1851,300.0
1852,350.0
1853,350.0
1854,100.0
1855,650.0
1856,700.0
1857,250.0
1858,100.0
1859,350.0
1860,400.0
1861,500.0
1862,250.0
1863,250.0
1864,300.0
1865,550.0
1866,200.0
1867,150.0
1868,350.0
1869,300.0
1870,400.0
1871,250.0
1872,150.0
1873,50.0
1874,300.0
1875,400.0
1876,500.0
1877,450.0
1878,350.0
1879,350.0
1880,250.0
1881,150.0
1882,150.0
1883,500.0
1884,100.0
1885,700.0
1886,100.0
1887,400.0
1888,150.0
1889,150.0
1890,150.0
1891,150.0
1892,250.0
1893,200.0
1894,300.0
1895,350.0
1896,250.0
1897,300.0
1898,350.0
1899,550.0
1900,200.0
1901,400.0
1902,150.0
1903,200.0
1904,200.0
1905,450.0
1906,250.0
1907,200.0
1908,250.0
1909,250.0
1910,150.0
1911,650.0
1912,250.0
1913,450.0
1914,200.0
1915,800.0
1916,100.0
1917,450.0
1918,300.0
1919,100.0
1920,400.0
1921,350.0
1922,250.0
1923,250.0
1924,500.0
1925,550.0
1926,150.0
1927,100.0
1928,250.0
1929,600.0
1930,500.0
1931,150.0
1932,150.0
1933,50.0
1934,350.0
1935,400.0
1936,200.0
1937,500.0
1938,500.0
1939,400.0
1940,300.0
1941,400.0
1942,250.0
1943,350.0
1944,150.0
1945,100.0
1946,200.0
1947,250.0
1948,200.0
1949,350.0
1950,300.0
1951,300.0
1952,100.0
1953,300.0
1954,150.0
1955,200.0
1956,100.0
1957,500.0
1958,150.0
1959,350.0
1960,50.0
1961,150.0
1962,500.0
1963,450.0
1964,100.0
1965,300.0
1966,200.0
1967,450.0
1968,350.0
1969,300.0
1970,150.0
1971,100.0
1972,200.0
1973,250.0
1974,250.0
1975,150.0
1976,450.0
1977,350.0
1978,350.0
1979,300.0
1980,350.0
1981,700.0
1982,150.0
1983,450.0
1984,150.0
1985,300.0
1986,350.0
1987,650.0
1988,400.0
1989,250.0
1990,400.0
1991,600.0
1992,300.0
1993,100.0
1994,300.0
1995,300.0
1996,300.0
1997,300.0
1998,350.0
1999,50.0
2000,400.0
2001,50.0
2002,200.0
2003,100.0
2004,300.0
2005,250.0
2006,300.0
2007,200.0
2008,200.0
2009,350.0
2010,450.0
2011,200.0
2012,250.0
2013,150.0
2014,600.0
2015,150.0
2016,500.0
2017,450.0
2018,400.0
2019,200.0
2020,150.0
2021,400.0
2022,150.0
2023,250.0
2024,200.0
2025,200.0
2026,400.0
2027,400.0
2028,250.0
2029,350.0
2030,650.0
2031,550.0
2032,250.0
2033,650.0
2034,100.0
2035,300.0
2036,300.0
2037,300.0
2038,300.0
2039,300.0
2040,200.0
2041,550.0
2042,200.0
2043,200.0
2044,250.0
2045,400.0
2046,250.0
2047,350.0
2048,450.0
2049,300.0
2050,100.0
2051,600.0
2052,950.0
2053,500.0
2054,200.0
2055,200.0
2056,100.0
2057,350.0
2058,250.0
2059,200.0
2060,500.0
2061,100.0
2062,200.0
2063,250.0
2064,150.0
2065,150.0
2066,450.0
2067,150.0
2068,1050.0
2069,200.0
2070,250.0
2071,200.0
2072,450.0
2073,250.0
2074,400.0
2075,150.0
2076,300.0
2077,400.0
2078,150.0
2079,250.0
2080,250.0
2081,200.0
2082,300.0
2083,400.0
2084,150.0
2085,350.0
2086,350.0
2087,200.0
2088,250.0
2089,450.0
2090,250.0
2091,250.0
2092,550.0
2093,300.0
2094,400.0
2095,150.0
2096,350.0
2097,250.0
2098,350.0
2099,400.0
2100,300.0
2101,150.0
2102,350.0
2103,100.0
2104,100.0
2105,250.0
2106,400.0
2107,300.0
2108,350.0
2109,300.0
2110,350.0
2111,450.0
2112,300.0
2113,400.0
2114,250.0
2115,200.0
2116,100.0
2117,450.0
2118,100.0
2119,250.0
2120,300.0
2121,250.0
2122,400.0
2123,300.0
2124,250.0
2125,250.0
2126,350.0
2127,700.0
2128,200.0
2129,600.0
2130,250.0
2131,450.0
2132,200.0
2133,400.0
2134,300.0
2135,200.0
2136,250.0
2137,250.0
2138,100.0
