Step,Reward,Total Mean,Total Reward
404168,550,439.1304348,444400
404476,300,438.9930898,444700
404859,350,438.9053254,445050
405347,700,439.1625616,445750
405949,650,439.3700787,446400
406315,650,439.5771878,447050
406852,650,439.78389,447700
407158,250,439.5976447,447950
407426,300,439.4607843,448250
407829,400,439.4221352,448650
408127,300,439.2857143,448950
408523,450,439.2961877,449400
409255,800,439.6484375,450200
409764,550,439.7560976,450750
410071,450,439.7660819,451200
410436,550,439.8734177,451750
410964,650,440.077821,452400
411357,450,440.0874636,452850
411809,750,440.3883495,453600
412203,450,440.3976722,454050
412510,300,440.2616279,454350
413038,500,440.3194579,454850
413343,350,440.2321083,455200
413643,400,440.1932367,455600
414083,450,440.2027027,456050
414520,750,440.5014465,456800
414865,300,440.3660886,457100
415122,200,440.1347449,457300
415429,400,440.0961538,457700
415758,550,440.2017291,458250
416345,650,440.403071,458900
416788,500,440.4602109,459400
417199,450,440.4693487,459850
417558,400,440.430622,460250
418212,900,440.8699809,461150
418597,550,440.974212,461700
419125,850,441.3645038,462550
419702,600,441.5157293,463150
420045,550,441.6190476,463700
420338,200,441.3891532,463900
420718,650,441.5874525,464550
421431,850,441.9753086,465400
422153,1050,442.5521822,466450
422428,0,442.1327014,466450
422703,400,442.092803,466850
422979,250,441.9110691,467100
423749,850,442.2967864,467950
424019,200,442.0679887,468150
424499,600,442.2169811,468750
424872,400,442.1771913,469150
425185,300,442.0433145,469450
425417,250,441.8626529,469700
425989,700,442.1052632,470400
426778,950,442.5821596,471350
427294,850,442.9643527,472200
427584,400,442.9240862,472600
427899,300,442.7902622,472900
428474,850,443.171188,473750
428980,650,443.364486,474400
429578,700,443.6041083,475100
430065,500,443.6567164,475600
430422,450,443.6626281,476050
430726,300,443.5288641,476350
431025,250,443.3488372,476600
431479,500,443.401487,477100
431933,750,443.6861653,477850
432362,500,443.7384045,478350
432654,350,443.6515292,478700
432939,450,443.6574074,479150
433385,650,443.8482886,479800
433675,200,443.6229205,480000
433982,350,443.5364728,480350
434290,400,443.49631,480750
434573,350,443.4101382,481100
435107,550,443.5082873,481650
435375,300,443.3762649,481950
435803,500,443.4283088,482450
436114,300,443.2966024,482750
436545,500,443.3486239,483250
436948,450,443.3547204,483700
437389,750,443.6355311,484450
437772,450,443.6413541,484900
438050,300,443.5100548,485200
438446,450,443.5159817,485650
438720,300,443.3850365,485950
439089,650,443.573382,486600
439404,400,443.5336976,487000
439907,800,443.8580528,487800
440341,450,443.8636364,488250
440841,600,444.0054496,488850
441734,1050,444.5553539,489900
442129,300,444.4242974,490200
442442,200,444.2028986,490400
442897,600,444.3438914,491000
443373,400,444.3037975,491400
443759,550,444.3992773,491950
444194,500,444.4494585,492450
444541,300,444.3192065,492750
445066,600,444.4594595,493350
445465,450,444.4644464,493800
445820,400,444.4244604,494200
446173,300,444.294699,494500
446577,650,444.4793537,495150
446998,300,444.3497758,495450
447380,550,444.4444444,496000
447767,450,444.4494181,496450
448175,250,444.2754919,496700
448869,750,444.5487042,497450
449240,450,444.5535714,497900
449498,300,444.4246209,498200
449853,500,444.4741533,498700
450120,250,444.3009795,498950
450612,650,444.4839858,499600
451016,400,444.4444444,500000
451317,350,444.3605684,500350
451585,250,444.18811,500600
451986,450,444.1932624,501050
452337,450,444.1984057,501500
452867,800,444.5132743,502300
453264,550,444.6065429,502850
453562,200,444.3904594,503050
453883,450,444.3954104,503500
454249,500,444.4444444,504000
454582,350,444.3612335,504350
454981,450,444.3661972,504800
455384,500,444.4151275,505300
455790,700,444.6397188,506000
456210,650,444.8200176,506650
456850,850,445.1754386,507500
457249,450,445.179667,507950
457668,600,445.3152364,508550
458002,450,445.3193351,509000
458305,250,445.1486014,509250
458681,400,445.1091703,509650
459065,250,444.938918,509900
459596,900,445.3356582,510800
459941,300,445.2090592,511100
460316,450,445.2132289,511550
460653,250,445.0434783,511800
461103,650,445.2215465,512450
461950,1200,445.8767361,513650
462310,400,445.8369471,514050
462748,700,446.0571924,514750
463152,450,446.0606061,515200
463674,800,446.366782,516000
464229,900,446.7588591,516900
464630,500,446.8048359,517400
464999,450,446.8075928,517850
465305,500,446.8534483,518350
465582,150,446.5977606,518500
465891,300,446.4716007,518800
466255,250,446.3026655,519050
466733,750,446.5635739,519800
467505,900,446.9527897,520700
467890,600,447.084048,521300
468476,750,447.3436161,522050
469053,800,447.6455479,522850
469367,400,447.6047904,523250
469692,450,447.6068376,523700
470263,800,447.9077711,524500
470714,150,447.6535836,524650
471139,500,447.6982097,525150
471386,200,447.4872232,525350
471666,300,447.3617021,525650
472091,550,447.4489796,526200
472341,350,447.3661852,526550
472733,600,447.4957555,527150
473007,250,447.3282443,527400
473464,500,447.3728814,527900
473888,350,447.2904318,528250
474190,300,447.1658206,528550
474731,800,447.4640744,529350
475410,900,447.8462838,530250
475809,600,447.9746835,530850
476203,450,447.9763912,531300
476775,900,448.357203,532200
477081,400,448.3164983,532600
477439,450,448.3179142,533050
477745,300,448.1932773,533350
478129,500,448.2367758,533850
478472,300,448.1124161,534150
478797,400,448.0720872,534550
479319,600,448.19933,535150
479652,300,448.0753138,535450
480152,450,448.0769231,535900
480486,350,447.9949875,536250
480759,250,447.8297162,536500
481154,600,447.9566305,537100
481692,650,448.125,537750
482076,400,448.0849292,538150
482352,300,447.9617304,538450
482792,650,448.1296758,539100
483077,250,447.9651163,539350
483510,700,448.1742739,540050
483756,150,447.9270315,540200
484305,700,448.1358741,540900
484649,450,448.1374172,541350
484986,350,448.0562448,541700
485523,600,448.1818182,542300
485908,300,448.059455,542600
486441,450,448.0610561,543050
486760,250,447.8977741,543300
487045,200,447.693575,543500
487327,300,447.5720165,543800
487817,650,447.7384868,544450
488118,250,447.5760066,544700
488580,650,447.7422003,545350
489100,350,447.662018,545700
489478,400,447.6229508,546100
489818,350,447.5429975,546450
490203,500,447.5859247,546950
490610,400,447.5470155,547350
491298,750,447.7941176,548100
491639,250,447.6326531,548350
491920,200,447.4306688,548550
492445,650,447.595762,549200
492992,700,447.8013029,549900
493316,150,447.558991,550050
493663,400,447.5203252,550450
494023,200,447.3192526,550650
494416,450,447.3214286,551100
494758,300,447.2019465,551400
495209,450,447.2042139,551850
495514,400,447.1659919,552250
495969,450,447.1682848,552700
496376,550,447.2514147,553250
496786,400,447.2132472,553650
497123,300,447.094431,553950
497616,250,446.9354839,554200
498140,850,447.260274,555050
498750,500,447.3027375,555550
499030,250,447.1440064,555800
499605,600,447.266881,556400
500018,800,447.5502008,557200
500361,500,447.5922953,557700
500662,350,447.5140337,558050
501086,600,447.6362179,558650
501539,650,447.7982386,559300
502331,950,448.2,560250
502693,550,448.2813749,560800
503095,250,448.1230032,561050
503499,400,448.084597,561450
504038,750,448.3253589,562200
504714,550,448.4063745,562750
505382,700,448.6066879,563450
505740,400,448.5680191,563850
505997,350,448.4896661,564200
506287,350,448.4114376,564550
506613,400,448.3730159,564950
507280,950,448.7708168,565900
507592,200,448.5736926,566100
507876,450,448.5748219,566550
508145,300,448.4572785,566850
508592,400,448.4189723,567250
508953,400,448.3807267,567650
509527,650,448.5398579,568300
509877,400,448.5015773,568700
510315,400,448.463357,569100
511127,800,448.7401575,569900
511652,650,448.8985051,570550
511978,450,448.8993711,571000
512377,450,448.9002357,571450
512963,900,449.2543171,572350
513241,150,449.0196078,572500
513580,500,449.0595611,573000
513886,250,448.9036805,573250
514175,100,448.6306729,573350
514705,600,448.7490227,573950
515160,400,448.7109375,574350
515513,250,448.5558158,574600
515873,400,448.5179407,575000
516175,200,448.3242401,575200
516462,350,448.2476636,575550
517093,650,448.4046693,576200
517402,200,448.2115086,576400
517724,350,448.1351981,576750
518307,650,448.2919255,577400
518908,850,448.6035687,578250
519260,400,448.5658915,578650
519791,550,448.6444617,579200
520072,150,448.4133127,579350
520747,650,448.5692189,580000
521061,400,448.5316847,580400
521484,350,448.4555985,580750
521874,400,448.4182099,581150
522203,250,448.2652274,581400
522594,350,448.1895223,581750
523132,800,448.4603541,582550
523396,250,448.3076923,582800
523850,600,448.424289,583400
524213,450,448.4254992,583850
524832,900,448.7720645,584750
525414,800,449.041411,585550
525763,450,449.0421456,586000
526401,950,449.4257274,586950
527011,800,449.6939556,587750
527439,600,449.8088685,588350
528013,550,449.8854087,588900
528543,650,450.0381679,589550
528892,250,449.8855835,589800
529200,300,449.7713415,590100
529507,250,449.6191927,590350
529852,300,449.5053272,590650
530190,500,449.5437262,591150
530692,600,449.6580547,591750
531106,500,449.6962794,592250
531461,300,449.5827011,592550
531817,300,449.4692949,592850
532387,800,449.7348485,593650
532710,100,449.4700984,593750
532942,250,449.3192133,594000
533330,350,449.2441421,594350
533784,500,449.2824773,594850
534056,200,449.0943396,595050
534502,600,449.2081448,595650
534944,500,449.2464205,596150
535486,650,449.3975904,596800
535805,250,449.2475546,597050
536186,500,449.2857143,597550
536834,450,449.2862509,598000
537155,450,449.2867868,598450
537455,200,449.0997749,598650
537731,150,448.8755622,598800
538090,250,448.7265918,599050
538484,700,448.9146707,599750
538894,500,448.9528796,600250
539241,300,448.8415546,600550
539705,550,448.9171023,601100
540079,550,448.9925373,601650
540381,250,448.8441462,601900
540658,50,448.5469449,601950
541402,750,448.7714073,602700
541803,450,448.7723214,603150
542121,400,448.7360595,603550
542708,700,448.922734,604250
542982,50,448.6265776,604300
543553,700,448.8130564,605000
543954,650,448.9621942,605650
544469,650,449.1111111,606300
544739,300,449.0007402,606600
545194,450,449.0014793,607050
545672,700,449.1869919,607750
546386,700,449.3722304,608450
546961,800,449.6309963,609250
547464,750,449.8525074,610000
547827,250,449.7052321,610250
548198,300,449.5949926,610550
548549,350,449.5217071,610900
549028,650,449.6691176,611550
549621,700,449.8530492,612250
550168,650,450,612900
550684,650,450.1467351,613550
551042,450,450.1466276,614000
551560,750,450.3663004,614750
552133,650,450.5124451,615400
552425,350,450.4389173,615750
553031,750,450.6578947,616500
553469,750,450.8765522,617250
554087,850,451.1678832,618100
554494,550,451.2399708,618650
555022,550,451.3119534,619200
555757,900,451.6387473,620100
556195,700,451.8195051,620800
556629,600,451.9272727,621400
557234,800,452.1802326,622200
557737,650,452.3238925,622850
558293,850,452.6124819,623700
558638,350,452.5380711,624050
558968,450,452.5362319,624500
559355,400,452.4981897,624900
559725,550,452.568741,625450
560244,700,452.74765,626150
560693,800,452.9985549,626950
561265,550,453.0685921,627500
561531,100,452.8138528,627600
561894,550,452.8839221,628150
562402,750,453.0979827,628900
562806,300,452.987761,629200
563069,350,452.9136691,629550
563510,550,452.9834651,630100
563825,350,452.9094828,630450
564099,350,452.8356066,630800
564707,600,452.9411765,631400
565164,600,453.046595,632000
565431,50,452.7578797,632050
565899,450,452.7559055,632500
566267,400,452.7181688,632900
566790,650,452.8591851,633550
567037,150,452.6428571,633700
567626,600,452.7480371,634300
567904,250,452.6034237,634550
568165,300,452.4946543,634850
568583,600,452.5997151,635450
568964,500,452.633452,635950
569479,750,452.8449502,636700
569891,600,452.949538,637300
570660,850,453.2315341,638150
570966,350,453.1582683,638500
571326,400,453.1205674,638900
571798,450,453.1183558,639350
572762,950,453.470255,640300
573328,650,453.6093418,640950
573758,600,453.7128713,641550
574697,1150,454.204947,642700
575021,300,454.0960452,643000
575393,200,453.9167255,643200
576063,800,454.1607898,644000
576463,300,454.0521494,644300
576820,400,454.0140845,644700
577209,450,454.0112597,645150
577746,500,454.0436006,645650
578096,400,454.0056219,646050
578800,1350,454.6348315,647400
579064,200,454.4561404,647600
579457,450,454.4530154,648050
579816,350,454.3798178,648400
580668,1250,454.9369748,649650
581125,400,454.8985304,650050
581644,850,455.1748252,650900
581915,100,454.9266247,651000
582184,200,454.7486034,651200
582719,450,454.7452896,651650
582995,250,454.6025105,651900
583271,150,454.3902439,652050
583942,900,454.7005571,652950
584299,350,454.6276966,653300
584743,550,454.6940195,653850
585273,750,454.8992356,654600
585791,800,455.1388889,655400
586281,400,455.1006246,655800
586559,300,454.9930652,656100
586837,200,454.8163548,656300
587245,600,454.9168975,656900
588101,950,455.2595156,657850
588542,450,455.2558783,658300
588826,150,455.0449205,658450
589099,250,454.9033149,658700
589542,550,454.9689441,659250
590202,700,455.137931,659950
590499,300,455.0310131,660250
590857,400,454.9931129,660650
591291,450,454.9896765,661100
591773,650,455.1237964,661750
592179,250,454.9828179,662000
592473,300,454.8763736,662300
593112,1000,455.2505148,663300
593465,300,455.1440329,663600
593897,650,455.2775874,664250
594252,400,455.239726,664650
594739,500,455.2703628,665150
595211,500,455.3009576,665650
595645,500,455.3315106,666150
595873,250,455.1912568,666400
596278,300,455.0853242,666700
596570,300,454.9795362,667000
597018,300,454.8738923,667300
597478,350,454.8024523,667650
598066,1050,455.2076242,668700
598523,600,455.3061224,669300
598794,350,455.2345343,669650
599156,450,455.2309783,670100
599743,500,455.2613714,670600
600030,300,455.156038,670900
600339,300,455.0508475,671200
600696,300,454.9457995,671500
600969,300,454.8408937,671800
601423,400,454.8037889,672200
601782,400,454.7667343,672600
602118,200,454.5945946,672800
602526,350,454.5239703,673150
602904,450,454.5209177,673600
603307,350,454.4504383,673950
603739,550,454.5148248,674500
604184,600,454.6127946,675100
604500,200,454.4414536,675300
604983,450,454.4384667,675750
605446,450,454.4354839,676200
605856,550,454.4996642,676750
606475,800,454.7315436,677550
606775,300,454.6277666,677850
607213,500,454.6581769,678350
607734,550,454.7220362,678900
608000,300,454.6184739,679200
608267,350,454.548495,679550
608691,700,454.7125668,680250
609350,650,454.8430194,680900
609662,300,454.7396529,681200
609938,350,454.6697799,681550
610474,650,454.8,682200
610925,400,454.763491,682600
611287,450,454.7603196,683050
611619,300,454.657352,683350
612197,600,454.7539894,683950
612766,500,454.7840532,684450
613316,800,455.0132802,685250
613586,100,454.777704,685350
613859,450,454.7745358,685800
614258,500,454.8045063,686300
614748,700,454.9668874,687000
615068,450,454.9636003,687450
615452,200,454.7949735,687650
615828,400,454.7587574,688050
616474,800,454.98679,688850
616761,350,454.9174917,689200
617215,600,455.0131926,689800
617520,300,454.9110086,690100
618019,650,455.0395257,690750
618766,1000,455.3982883,691750
619128,400,455.3618421,692150
619557,450,455.3583169,692600
619942,550,455.4204993,693150
620276,400,455.3841103,693550
620752,550,455.4461942,694100
621132,550,455.5081967,694650
621533,300,455.406291,694950
621946,550,455.4682384,695500
622283,450,455.4646597,695950
622603,300,455.3629823,696250
622988,500,455.3921569,696750
623298,350,455.3233181,697100
623872,800,455.5483029,697900
624139,350,455.4794521,698250
624405,200,455.3129074,698450
624932,550,455.3745928,699000
625211,450,455.3710938,699450
625623,550,455.432661,700000
626107,700,455.5916775,700700
626429,300,455.4905783,701000
626813,350,455.4220779,701350
627198,350,455.3536665,701700
627685,400,455.3177691,702100
628148,600,455.411536,702700
628493,350,455.3432642,703050
629076,800,455.566343,703850
629485,500,455.5950841,704350
629817,400,455.5591467,704750
630203,500,455.5878553,705250
630682,700,455.7456423,705950
631060,400,455.7096774,706350
631576,450,455.7059961,706800
631933,450,455.7023196,707250
632321,450,455.6986478,707700
633029,650,455.8236808,708350
633508,500,455.85209,708850
633983,550,455.9125964,709400
634232,300,455.8124599,709700
634636,500,455.8408216,710200
635131,700,455.9974343,710900
635405,350,455.9294872,711250
635685,350,455.8616272,711600
636283,500,455.8898848,712100
636535,200,455.7261676,712300
636783,250,455.5946292,712550
637200,400,455.5591054,712950
637509,350,455.4916986,713300
637919,500,455.5201021,713800
638550,550,455.5803571,714350
639252,900,455.8636074,715250
639742,600,455.955414,715850
640005,400,455.9197963,716250
640362,250,455.7888041,716500
640659,350,455.7215512,716850
641229,900,456.0038119,717750
641620,450,456,718200
642083,400,455.964467,718600
642578,400,455.9289791,719000
643159,800,456.1470215,719800
643514,300,456.0481317,720100
643812,350,455.9810127,720450
644154,350,455.9139785,720800
645145,1050,456.289507,721850
645477,300,456.190777,722150
645853,300,456.0921717,722450
646347,600,456.1829653,723050
646740,350,456.1160151,723400
647044,350,456.0491493,723750
647519,550,456.1083123,724300
647968,500,456.1359346,724800
648442,400,456.1006289,725200
648836,450,456.0967945,725650
649253,600,456.1871859,726250
649529,300,456.08914,726550
649918,400,456.0539523,726950
650376,400,456.0188088,727350
650803,650,456.1403509,728000
651333,350,456.0738885,728350
651646,300,455.9762203,728650
651952,350,455.9099437,729000
652441,600,456,729600
652798,250,455.8713304,729850
653191,200,455.7116105,730050
653618,500,455.7392389,730550
653928,300,455.6421446,730850
654418,350,455.576324,731200
654764,300,455.4794521,731500
655254,450,455.4760423,731950
655478,100,455.2549751,732050
655886,300,455.1584835,732350
656161,150,454.9689441,732500
656577,500,454.9968963,733000
657128,500,455.0248139,733500
657442,250,454.8977061,733750
657801,250,454.7707559,734000
658164,400,454.7368421,734400
658453,100,454.5173267,734500
658729,100,454.2980829,734600
659130,350,454.2336218,734950
659592,400,454.2001235,735350
660140,800,454.4135802,736150
660539,350,454.3491672,736500
660831,250,454.2231813,736750
661280,650,454.3438078,737400
661555,500,454.3719212,737900
661942,250,454.2461538,738150
662457,150,454.0590406,738300
662865,500,454.0872772,738800
663256,350,454.0233415,739150
663616,400,453.990178,739550
663927,200,453.8343558,739750
664237,300,453.7400368,740050
664532,350,453.6764706,740400
665119,500,453.7048377,740900
665421,350,453.6413709,741250
665776,400,453.6085627,741650
666156,350,453.5452323,742000
666494,500,453.5736103,742500
666996,550,453.6324786,743050
667357,300,453.5387431,743350
667677,200,453.3841463,743550
668032,200,453.229738,743750
668634,700,453.3800244,744450
669323,900,453.6518564,745350
669817,650,453.7712895,746000
670329,500,453.7993921,746500
670839,550,453.8578372,747050
671496,900,454.1287189,747950
671856,300,454.0351942,748250
672166,200,453.8811401,748450
672911,550,453.9393939,749000
673320,350,453.8764385,749350
673632,350,453.8135593,749700
674072,350,453.7507562,750050
674435,350,453.688029,750400
674789,300,453.5951662,750700
675104,350,453.5326087,751050
675487,450,453.5304768,751500
676165,300,453.437877,751800
676462,250,453.3152502,752050
676872,300,453.2228916,752350
677188,400,453.1908489,752750
677664,350,453.1287605,753100
678024,350,453.0667468,753450
678302,300,452.9747596,753750
678844,550,453.033033,754300
679247,400,453.0012005,754700
679683,400,452.9694061,755100
680419,900,453.2374101,756000
680764,350,453.1755542,756350
681074,300,453.0838323,756650
681389,350,453.0221424,757000
681792,400,452.9904306,757400
682359,400,452.9587567,757800
682718,500,452.9868578,758300
683199,500,453.0149254,758800
683497,200,452.8639618,759000
683852,350,452.8026237,759350
684212,350,452.7413588,759700
684488,200,452.5908279,759900
684993,750,452.7678571,760650
685653,850,453.0041642,761500
686058,300,452.9131986,761800
686417,400,452.8817588,762200
686730,350,452.8206651,762550
687297,650,452.9376855,763200
687848,800,453.143535,764000
688677,700,453.2898637,764700
688940,250,453.1694313,764950
689346,400,453.1379515,765350
689634,350,453.0769231,765700
690040,300,452.9863986,766000
690460,350,452.9255319,766350
690858,550,452.9828706,766900
691258,550,453.0401417,767450
691604,200,452.8908555,767650
692024,500,452.9186321,768150
692301,250,452.7990572,768400
692829,700,452.9446408,769100
693529,900,453.2077693,770000
693982,600,453.2941176,770600
694283,400,453.2627866,771000
694640,450,453.2608696,771450
694914,200,453.112155,771650
695188,50,452.8755869,771700
695660,750,453.0498534,772450
695972,300,452.9601407,772750
696363,200,452.8119508,772950
696996,800,453.0152225,773750
697444,650,453.1304857,774400
697844,650,453.245614,775050
698489,750,453.4190532,775800
698810,400,453.3878505,776200
699114,300,453.2983071,776500
699479,500,453.3255543,777000
699831,300,453.2361516,777300
700398,500,453.2634033,777800
700715,300,453.1741409,778100
701155,550,453.2305006,778650
701613,550,453.2867946,779200
701936,200,453.1395349,779400
702463,650,453.2539221,780050
702869,550,453.3101045,780600
703164,400,453.2791642,781000
703620,600,453.3642691,781600
703936,350,453.3043478,781950
704400,800,453.5052144,782750
705041,950,453.7927041,783700
705352,300,453.7037037,784000
705767,650,453.8172354,784650
706076,350,453.7572254,785000
706359,400,453.7261698,785400
706883,450,453.7240185,785850
707174,350,453.6641662,786200
707953,1050,454.0080738,787250
708265,250,453.8904899,787500
708701,800,454.0898618,788300
708968,50,453.8572251,788350
709289,350,453.7974684,788700
709559,50,453.5652674,788750
710142,500,453.591954,789250
710758,850,453.8196439,790100
711159,400,453.7887486,790500
711567,300,453.7005164,790800
712195,850,453.9277523,791650
712644,600,454.0114613,792250
713013,300,453.9232532,792550
713826,1300,454.4075558,793850
714121,450,454.4050343,794300
714780,600,454.488279,794900
715449,800,454.6857143,795700
715882,400,454.6544832,796100
716459,850,454.880137,796950
716843,500,454.9058756,797450
717450,850,455.1311288,798300
718307,1000,455.4415954,799300
718684,350,455.381549,799650
719200,800,455.5776892,800450
719785,850,455.8020478,801300
720443,750,455.9693007,802050
720739,300,455.8806818,802350
721150,500,455.9057354,802850
721901,950,456.1861521,803800
722229,500,456.211004,804300
722675,600,456.292517,804900
723083,500,456.3172805,805400
723423,350,456.2570781,805750
723775,300,456.1686474,806050
724140,550,456.2217195,806600
724826,1000,456.5291125,807600
725516,600,456.6101695,808200
726152,800,456.8040655,809000
726674,700,456.9413093,809700
727102,500,456.965595,810200
727481,400,456.9334837,810600
728039,600,457.0140845,811200
728656,850,457.2353604,812050
729011,350,457.1750141,812400
729457,600,457.2553431,813000
729767,350,457.1950534,813350
730048,200,457.0505618,813550
730504,600,457.1308254,814150
730992,550,457.1829405,814700
731312,150,457.0106562,814850
731718,500,457.0347534,815350
732124,350,456.9747899,815700
732826,1150,457.3628219,816850
733230,500,457.3866816,817350
733881,750,457.5503356,818100
734195,300,457.4622694,818400
734464,250,457.3463687,818650
734813,350,457.2864322,819000
735323,800,457.4776786,819800
735693,400,457.4456219,820200
736199,400,457.4136009,820600
736464,250,457.2980501,820850
736938,500,457.3218263,821350
737213,350,457.2621035,821700
737651,350,457.2024472,822050
738070,550,457.25403,822600
738524,750,457.4166667,823350
738962,350,457.3570239,823700
739285,400,457.3251942,824100
739654,500,457.348863,824600
739936,150,457.1784922,824750
740341,400,457.1468144,825150
740720,150,456.9767442,825300
741164,500,457.0005534,825800
741622,400,456.9690265,826200
742044,500,456.9928137,826700
742554,550,457.0441989,827250
743089,850,457.2611817,828100
743780,950,457.5331126,829050
744262,700,457.6668505,829750
744919,650,457.7728776,830400
745316,450,457.768595,830850
745674,300,457.6817181,831150
746195,750,457.8425977,831900
746576,350,457.7832783,832250
747312,1250,458.2188015,833500
747788,700,458.3516484,834200
748079,250,458.2372323,834450
748602,850,458.4522503,835300
749115,450,458.4476138,835750
749565,500,458.4703947,836250
750300,950,458.739726,837200
750757,550,458.7897043,837750
751179,500,458.8122605,838250
751595,450,458.8074398,838700
751963,450,458.8026244,839150
752677,950,459.0710383,840100
752946,250,458.9568542,840350
753322,400,458.9246725,840750
753903,600,459.0016367,841350
754175,350,458.9422028,841700
754701,650,459.0463215,842350
755079,300,458.959695,842650
755493,600,459.0364725,843250
755808,300,458.9499456,843550
756254,350,458.8907015,843900
756985,1000,459.1847826,844900
757386,650,459.2884302,845550
757725,350,459.2290988,845900
758149,650,459.3326099,846550
758587,550,459.3817787,847100
759022,550,459.4308943,847650
759485,550,459.4799567,848200
760001,850,459.6913914,849050
760653,500,459.7132035,849550
760960,400,459.6809086,849950
761399,650,459.7837838,850600
762165,1050,460.1026472,851650
762722,600,460.1781857,852250
763303,900,460.4155424,853150
763895,300,460.3290183,853450
764433,350,460.2695418,853800
764866,650,460.3717672,854450
765176,350,460.3123317,854800
765653,650,460.4144241,855450
766091,850,460.6239914,856300
766632,850,460.8333333,857150
766957,400,460.8006448,857550
767423,400,460.7679914,857950
767855,350,460.7085346,858300
768275,300,460.6223176,858600
768774,750,460.7774799,859350
769163,450,460.7717042,859800
770246,1150,461.1408677,860950
770822,850,461.3490364,861800
771256,500,461.3697164,862300
771731,700,461.4973262,863000
772021,450,461.4911812,863450
772443,550,461.5384615,864000
772857,250,461.4255206,864250
773495,900,461.6595518,865150
773984,650,461.76,865800
774575,750,461.9136461,866550
774926,400,461.8806606,866950
775349,600,461.9542066,867550
775750,650,462.0542842,868200
776321,750,462.2074468,868950
776629,350,462.1477937,869300
777094,700,462.2741764,870000
777615,700,462.4004249,870700
778090,600,462.4734607,871300
778345,450,462.4668435,871750
778738,400,462.4337222,872150
779333,950,462.6921039,873100
779779,500,462.7118644,873600
780202,500,462.731604,874100
780671,400,462.6984127,874500
780993,550,462.7445796,875050
781515,750,462.8964059,875800
782018,600,462.9688325,876400
782462,600,463.0411827,877000
782893,600,463.1134565,877600
783317,700,463.2383966,878300
783748,600,463.3104902,878900
784123,450,463.3034773,879350
784536,450,463.2964718,879800
784923,550,463.3421053,880350
785411,850,463.5455024,881200
785944,550,463.5909569,881750
786529,700,463.7151865,882450
786962,450,463.7079832,882900
787294,500,463.7270341,883400
787728,450,463.7198321,883850
788039,350,463.6601993,884200
788363,450,463.6530398,884650
788879,750,463.8030382,885400
789241,400,463.7696335,885800
789611,450,463.762428,886250
790462,900,463.9905858,887150
790847,350,463.9309984,887500
791198,500,463.9498433,888000
791555,350,463.8903394,888350
791990,550,463.9352818,888900
792474,550,463.9801774,889450
793033,850,464.181439,890300
793324,350,464.1219385,890650
793603,150,463.9583333,890800
794123,950,464.2113483,891750
794663,550,464.2559834,892300
795089,400,464.2225689,892700
795447,400,464.1891892,893100
795851,500,464.2077922,893600
796196,300,464.1225337,893900
796514,300,464.0373638,894200
796920,600,464.1078838,894800
797474,800,464.2820114,895600
797767,350,464.2227979,895950
798257,500,464.2413257,896450
798564,300,464.1563147,896750
798981,650,464.2524573,897400
799426,400,464.2192347,897800
799959,600,464.2894057,898400
800439,750,464.4369835,899150
800924,650,464.5327827,899800
801212,400,464.499484,900200
801611,600,464.5693657,900800
802069,650,464.6649485,901450
802645,750,464.8119526,902200
802955,350,464.7528321,902550
803339,450,464.7452393,903000
803895,850,464.9434156,903850
804160,400,464.9100257,904250
804660,450,464.9023638,904700
805200,800,465.0744735,905500
805593,500,465.0924025,906000
806150,550,465.1359672,906550
806701,700,465.2564103,907250
807173,600,465.3254741,907850
807658,600,465.3944672,908450
808394,1000,465.6682028,909450
808889,700,465.7881269,910150
809514,600,465.8567775,910750
810187,850,466.0531697,911600
810641,400,466.0194175,912000
811073,650,466.113381,912650
811434,200,465.9775396,912850
811901,700,466.0969388,913550
812262,250,465.9867415,913800
812545,0,465.7492355,913800
813087,650,465.8430973,914450
813652,750,465.98778,915200
814091,250,465.8778626,915450
814435,300,465.7934893,915750
814807,350,465.7346213,916100
815164,300,465.6504065,916400
815678,800,465.8202133,917200
816105,500,465.8375635,917700
816645,800,466.007103,918500
817389,1000,466.2778905,919500
818095,800,466.447035,920300
818372,250,466.337386,920550
818684,300,466.2531646,920850
818978,200,466.1184211,921050
819417,650,466.2114315,921700
819772,300,466.1274014,922000
820149,200,465.9929257,922200
820471,400,465.959596,922600
820999,900,466.1786976,923500
821362,350,466.1200807,923850
821980,800,466.2884518,924650
822259,200,466.1542339,924850
822782,500,466.1712846,925350
823176,500,466.1883182,925850
823485,450,466.1801711,926300
823892,450,466.1720322,926750
824505,950,466.4152841,927700
824815,350,466.3567839,928050
825121,300,466.2732295,928350
825388,250,466.1646586,928600
825806,550,466.2067235,929150
826169,300,466.1233701,929450
826822,600,466.1904762,930050
827180,300,466.1072144,930350
827471,300,466.0240361,930650
827890,250,465.9159159,930900
828392,650,466.008004,931550
828782,500,466.025,932050
829204,550,466.0669665,932600
829627,400,466.033966,933000
830197,800,466.200699,933800
830817,600,466.2674651,934400
831172,450,466.2593516,934850
831702,500,466.2761715,935350
832041,350,466.2182362,935700
832340,300,466.1354582,936000
832873,550,466.1772026,936550
833365,750,466.318408,937300
833726,350,466.2605669,937650
834303,800,466.4264414,938450
834885,650,466.5176354,939100
835222,300,466.4349553,939400
835716,550,466.4764268,939950
835997,50,466.2698413,940000
