Step,Reward,Total Mean,Total Reward
96208,450,310.4868914,82900
96734,650,311.7537313,83550
97038,250,311.5241636,83800
97320,200,311.1111111,84000
97625,200,310.701107,84200
97967,400,311.0294118,84600
98285,250,310.8058608,84850
98548,200,310.4014599,85050
98859,200,310,85250
99228,200,309.6014493,85450
99552,300,309.566787,85750
99839,300,309.5323741,86050
100205,250,309.3189964,86300
100481,150,308.75,86450
100787,300,308.7188612,86750
101382,600,309.751773,87350
101669,300,309.7173145,87650
101928,200,309.3309859,87850
102391,400,309.6491228,88250
102666,300,309.6153846,88550
103035,400,309.9303136,88950
103401,300,309.8958333,89250
103679,350,310.0346021,89600
103964,150,309.4827586,89750
104274,250,309.2783505,90000
104571,300,309.2465753,90300
105052,650,310.4095563,90950
105523,700,311.7346939,91650
105945,500,312.3728814,92150
106216,250,312.1621622,92400
106730,600,313.1313131,93000
106998,200,312.7516779,93200
107431,650,313.8795987,93850
107893,500,314.5,94350
108181,250,314.2857143,94600
108523,450,314.7350993,95050
108811,250,314.5214521,95300
109195,450,314.9671053,95750
109501,250,314.7540984,96000
109881,550,315.5228758,96550
110164,300,315.4723127,96850
110487,250,315.2597403,97100
111020,600,316.1812298,97700
111530,500,316.7741935,98200
112075,500,317.3633441,98700
112579,450,317.7884615,99150
112951,300,317.7316294,99450
113483,700,318.9490446,100150
113830,250,318.7301587,100400
114236,400,318.9873418,100800
114768,850,320.6624606,101650
115030,250,320.4402516,101900
115465,450,320.846395,102350
115904,450,321.25,102800
116189,300,321.1838006,103100
116725,600,322.0496894,103700
117006,200,321.6718266,103900
117364,400,321.9135802,104300
117630,200,321.5384615,104500
118001,400,321.7791411,104900
118275,150,321.2538226,105050
118603,250,321.0365854,105300
118981,350,321.1246201,105650
119391,450,321.5151515,106100
119749,450,321.9033233,106550
120266,600,322.7409639,107150
120584,250,322.5225225,107400
120901,200,322.1556886,107600
121344,700,323.2835821,108300
122003,800,324.702381,109100
122353,450,325.074184,109550
122662,300,325,109850
122917,250,324.7787611,110100
123307,600,325.5882353,110700
123681,450,325.9530792,111150
124294,850,327.4853801,112000
124666,300,327.4052478,112300
125168,400,327.6162791,112700
125507,350,327.6811594,113050
125824,300,327.6011561,113350
126097,150,327.0893372,113500
126503,300,327.0114943,113800
126979,400,327.2206304,114200
127365,350,327.2857143,114550
127975,650,328.2051282,115200
128398,450,328.5511364,115650
128877,650,329.4617564,116300
129233,350,329.519774,116650
129590,400,329.7183099,117050
130025,250,329.494382,117300
130296,150,328.9915966,117450
130649,300,328.9106145,117750
130976,300,328.8300836,118050
131390,550,329.4444444,118600
131850,350,329.501385,118950
132234,450,329.8342541,119400
132816,600,330.5785124,120000
133432,700,331.5934066,120700
134027,1100,333.6986301,121800
134445,400,333.8797814,122200
134805,450,334.1961853,122650
135108,350,334.2391304,123000
135538,750,335.3658537,123750
135861,300,335.2702703,124050
136238,300,335.1752022,124350
136879,600,335.8870968,124950
137141,150,335.3887399,125100
137439,250,335.1604278,125350
137674,200,334.8,125550
138063,650,335.6382979,126200
138338,250,335.4111406,126450
138744,500,335.8465608,126950
139093,300,335.7519789,127250
139314,250,335.5263158,127500
139759,550,336.0892388,128050
140187,350,336.1256545,128400
140651,750,337.2062663,129150
141128,600,337.890625,129750
141400,200,337.5324675,129950
141824,550,338.0829016,130500
142134,200,337.7260982,130700
142503,400,337.8865979,131100
142766,250,337.6606684,131350
143172,400,337.8205128,131750
143482,300,337.7237852,132050
143991,650,338.5204082,132700
144684,600,339.1857506,133300
145045,350,339.213198,133650
145357,200,338.8607595,133850
145710,400,339.0151515,134250
146016,350,339.0428212,134600
146425,400,339.1959799,135000
146843,450,339.4736842,135450
147333,450,339.75,135900
147621,350,339.7755611,136250
147913,350,339.800995,136600
148286,400,339.9503722,137000
148691,550,340.470297,137550
149228,800,341.6049383,138350
149661,550,342.1182266,138900
149999,350,342.1375921,139250
150316,350,342.1568627,139600
150586,300,342.0537897,139900
150875,550,342.5609756,140450
151312,550,343.0656934,141000
151672,300,342.961165,141300
152107,650,343.7046005,141950
152639,750,344.6859903,142700
153057,450,344.939759,143150
153386,400,345.0721154,143550
153717,400,345.2038369,143950
154011,250,344.9760766,144200
154265,300,344.8687351,144500
154666,550,345.3571429,145050
155226,600,345.9619952,145650
155681,450,346.2085308,146100
156355,850,347.3995272,146950
156810,450,347.6415094,147400
157154,350,347.6470588,147750
157604,650,348.3568075,148400
157876,300,348.2435597,148700
158541,650,348.9485981,149350
158864,300,348.8344988,149650
159301,500,349.1860465,150150
159701,450,349.4199536,150600
160176,700,350.2314815,151300
160672,650,350.9237875,151950
161028,350,350.921659,152300
161393,400,351.0344828,152700
161672,350,351.0321101,153050
162050,550,351.4874142,153600
162472,500,351.826484,154100
162762,300,351.7084282,154400
163125,350,351.7045455,154750
163527,500,352.0408163,155250
164022,650,352.7149321,155900
164486,750,353.6117381,156650
164919,500,353.9414414,157150
165323,550,354.3820225,157700
165788,600,354.9327354,158300
166127,300,354.8098434,158600
166530,500,355.1339286,159100
166886,450,355.3452116,159550
167157,250,355.1111111,159800
167441,250,354.8780488,160050
167808,500,355.199115,160550
168110,200,354.8565121,160750
168474,450,355.0660793,161200
168867,350,355.0549451,161550
169386,700,355.8114035,162250
169812,500,356.1269147,162750
170122,400,356.2227074,163150
170516,400,356.3180828,163550
171064,900,357.5,164450
171577,600,358.0260304,165050
172080,500,358.3333333,165550
172419,450,358.5313175,166000
172707,200,358.1896552,166200
173238,600,358.7096774,166800
173639,450,358.9055794,167250
173915,300,358.7794433,167550
174231,300,358.6538462,167850
174589,400,358.7420043,168250
175013,700,359.4680851,168950
175409,350,359.447983,169300
175923,850,360.4872881,170150
176201,400,360.5708245,170550
176735,700,361.2869198,171250
177239,500,361.5789474,171750
177808,850,362.605042,172600
178236,450,362.78826,173050
178656,600,363.2845188,173650
179356,1100,364.822547,174750
179676,350,364.7916667,175100
180176,550,365.1767152,175650
180889,550,365.560166,176200
181319,550,365.942029,176750
181585,250,365.7024793,177000
181907,350,365.6701031,177350
182211,350,365.6378601,177700
182830,650,366.2217659,178350
183251,600,366.7008197,178950
183636,600,367.1779141,179550
184129,400,367.244898,179950
184403,350,367.209776,180300
184809,500,367.4796748,180800
185180,400,367.5456389,181200
185596,600,368.0161943,181800
186084,800,368.8888889,182600
186480,450,369.0524194,183050
186915,550,369.416499,183600
187571,800,370.2811245,184400
188153,900,371.3426854,185300
188589,650,371.9,185950
188908,300,371.756487,186250
189213,250,371.5139442,186500
189647,550,371.8687873,187050
190170,600,372.3214286,187650
190650,650,372.8712871,188300
191069,500,373.1225296,188800
191499,250,372.8796844,189050
191886,400,372.9330709,189450
192274,500,373.1827112,189950
192570,500,373.4313725,190450
192898,300,373.2876712,190750
193348,750,374.0234375,191500
193810,750,374.7563353,192250
194126,300,374.6108949,192550
194536,550,374.9514563,193100
194938,550,375.2906977,193650
195229,100,374.7582205,193750
195709,500,375,194250
196259,650,375.5298651,194900
196635,450,375.6730769,195350
197003,400,375.7197697,195750
197354,350,375.6704981,196100
197627,300,375.5258126,196400
197923,350,375.4770992,196750
198684,1100,376.8571429,197850
199328,900,377.851711,198750
199716,600,378.2732448,199350
200254,600,378.6931818,199950
200745,650,379.2060491,200600
201163,400,379.245283,201000
201410,350,379.1902072,201350
201701,250,378.9473684,201600
202133,450,379.0806754,202050
202446,400,379.1198502,202450
203007,700,379.7196262,203150
203375,450,379.8507463,203600
203591,250,379.6089385,203850
203903,400,379.6468401,204250
204559,900,380.6122449,205150
204953,450,380.7407407,205600
205231,150,380.3142329,205750
205611,400,380.3505535,206150
205965,150,379.9263352,206300
206323,450,380.0551471,206750
206731,650,380.5504587,207400
206998,300,380.4029304,207700
207378,550,380.7129799,208250
207760,400,380.7481752,208650
208252,700,381.3296903,209350
208558,300,381.1818182,209650
208868,400,381.215971,210050
209231,650,381.7028986,210700
209610,300,381.5551537,211000
209913,350,381.4981949,211350
210185,200,381.1711712,211550
210523,450,381.294964,212000
211109,650,381.7773788,212650
211358,200,381.4516129,212850
211672,300,381.3059034,213150
212077,500,381.5178571,213650
212573,450,381.6399287,214100
213236,750,382.2953737,214850
213668,500,382.5044405,215350
214168,750,383.1560284,216100
214750,700,383.7168142,216800
215347,700,384.2756184,217500
215815,550,384.5679012,218050
216222,400,384.5950704,218450
216493,150,384.1827768,218600
216792,350,384.122807,218950
217354,600,384.5008757,219550
217763,600,384.8776224,220150
218076,300,384.7294939,220450
218511,600,385.1045296,221050
219046,450,385.2173913,221500
219432,400,385.2430556,221900
219874,450,385.355286,222350
220372,800,386.0726644,223150
220689,350,386.0103627,223500
221097,500,386.2068966,224000
221404,350,386.1445783,224350
222053,1000,387.1993127,225350
222478,350,387.135506,225700
222829,250,386.9006849,225950
223310,650,387.3504274,226600
223779,450,387.4573379,227050
224427,950,388.4156729,228000
224762,550,388.6904762,228550
225156,350,388.6247878,228900
225531,300,388.4745763,229200
225819,350,388.4094755,229550
226367,500,388.597973,230050
226864,950,389.544688,231000
227208,400,389.5622896,231400
227510,200,389.2436975,231600
227950,550,389.5134228,232150
228310,350,389.4472362,232500
228667,400,389.4648829,232900
229172,900,390.3171953,233800
229409,300,390.1666667,234100
229844,350,390.0998336,234450
230437,600,390.448505,235050
230743,250,390.2155887,235300
231049,450,390.3145695,235750
231395,400,390.3305785,236150
231754,350,390.2640264,236500
232196,500,390.4448105,237000
233205,850,391.2006579,237850
233733,550,391.4614122,238400
234261,850,392.2131148,239250
234741,750,392.7986907,240000
235806,800,393.4640523,240800
236230,400,393.4747145,241200
236625,550,393.7296417,241750
237137,800,394.3902439,242550
237659,350,394.3181818,242900
238418,750,394.8946515,243650
239232,1100,396.0355987,244750
239718,700,396.5266559,245450
240367,850,397.2580645,246300
240902,950,398.1481481,247250
241304,600,398.4726688,247850
241807,500,398.635634,248350
242214,400,398.6378205,248750
242639,600,398.96,249350
242953,400,398.9616613,249750
243269,350,398.8835726,250100
243852,900,399.6815287,251000
244136,400,399.682035,251400
244626,550,399.9206349,251950
244892,200,399.6038035,252150
245240,250,399.3670886,252400
245596,450,399.4470774,252850
246172,650,399.8422713,253500
246458,200,399.5275591,253700
246861,300,399.3710692,254000
247528,750,399.9215071,254750
248019,750,400.4702194,255500
248421,400,400.4694836,255900
248827,450,400.546875,256350
249236,400,400.5460218,256750
249928,1150,401.7133956,257900
250361,700,402.1772939,258600
250737,350,402.0962733,258950
251103,400,402.0930233,259350
251412,150,401.7027864,259500
251891,450,401.7774343,259950
252169,250,401.5432099,260200
252488,300,401.3867488,260500
252795,350,401.3076923,260850
253108,350,401.2288786,261200
253793,900,401.993865,262100
254161,350,401.914242,262450
254642,650,402.293578,263100
255394,800,402.9007634,263900
255751,400,402.8963415,264300
256042,250,402.6636225,264550
256396,400,402.6595745,264950
256807,550,402.8831563,265500
257394,850,403.5606061,266350
257731,400,403.5552194,266750
258275,800,404.1540785,267550
258677,650,404.5248869,268200
259032,350,404.4427711,268550
259309,350,404.3609023,268900
259613,350,404.2792793,269250
259989,550,404.4977511,269800
260334,450,404.5658683,270250
260720,600,404.857997,270850
261091,400,404.8507463,271250
261779,800,405.4396423,272050
262067,100,404.985119,272150
262425,400,404.9777117,272550
262858,450,405.0445104,273000
263290,650,405.4074074,273650
264107,1300,406.7307692,274950
264563,600,407.0162482,275550
264996,350,406.9321534,275900
265367,450,406.9955817,276350
265948,700,407.4264706,277050
266213,250,407.195301,277300
266560,300,407.0381232,277600
266992,600,407.3206442,278200
267553,750,407.8216374,278950
267890,300,407.6642336,279250
268242,400,407.6530612,279650
268603,400,407.6419214,280050
269030,550,407.8488372,280600
269430,500,407.9825835,281100
270017,800,408.5507246,281900
270434,550,408.7554269,282450
270820,450,408.8150289,282900
271191,500,408.9466089,283400
271599,600,409.221902,284000
272110,300,409.0647482,284300
272453,450,409.1235632,284750
272872,600,409.3974175,285350
273432,850,410.0286533,286200
273708,400,410.0143062,286600
274072,600,410.2857143,287200
274512,500,410.4136947,287700
274882,650,410.7549858,288350
275437,500,410.8819346,288850
275920,750,411.3636364,289600
276254,550,411.5602837,290150
276745,350,411.4730878,290500
277180,400,411.45686,290900
277712,750,411.9350282,291650
278195,600,412.2002821,292250
278528,550,412.3943662,292800
279022,350,412.3066104,293150
279522,950,413.0617978,294100
280086,600,413.3239832,294700
280366,200,413.0252101,294900
280690,300,412.8671329,295200
280966,250,412.6396648,295450
281269,350,412.5523013,295800
281653,600,412.8133705,296400
281949,250,412.5869263,296650
282397,500,412.7083333,297150
282691,300,412.5520111,297450
282962,250,412.3268698,297700
283233,300,412.1715076,298000
283548,300,412.0165746,298300
284010,650,412.3448276,298950
284395,450,412.3966942,299400
284819,400,412.3796424,299800
285500,750,412.8434066,300550
286280,900,413.5116598,301450
286721,850,414.109589,302300
287086,350,414.0218878,302650
287399,200,413.7295082,302850
287877,500,413.8472033,303350
288246,350,413.760218,303700
288730,550,413.9455782,304250
289030,200,413.6548913,304450
289556,650,413.9755767,305100
289981,550,414.1598916,305650
290406,400,414.1407307,306050
290737,250,413.9189189,306300
291011,300,413.7651822,306600
291371,400,413.7466307,307000
291665,300,413.5935397,307300
292207,550,413.7768817,307850
292604,350,413.6912752,308200
293178,600,413.9410188,308800
293695,550,414.1231593,309350
293987,350,414.0374332,309700
294350,550,414.2189586,310250
295055,750,414.6666667,311000
295362,250,414.4474035,311250
295722,400,414.4281915,311650
296223,400,414.4090305,312050
296758,600,414.6551724,312650
297059,300,414.5033113,312950
297633,550,414.6825397,313500
298027,700,415.0594452,314200
298453,350,414.9736148,314550
298990,550,415.1515152,315100
299379,450,415.1973684,315550
299735,250,414.9802891,315800
300089,400,414.9606299,316200
300690,700,415.3342071,316900
301056,350,415.2486911,317250
301377,250,415.0326797,317500
302030,450,415.078329,317950
302425,400,415.0586701,318350
302792,250,414.84375,318600
303486,650,415.1495449,319250
303785,200,414.8701299,319450
304320,900,415.4993515,320350
304900,600,415.738342,320950
305254,400,415.7179819,321350
305571,300,415.5684755,321650
305894,300,415.4193548,321950
306451,500,415.5283505,322450
306851,500,415.6370656,322950
307290,550,415.8097686,323500
307564,200,415.5327343,323700
307919,400,415.5128205,324100
308315,350,415.4289373,324450
308805,550,415.601023,325000
309305,600,415.8365262,325600
309711,550,416.0076531,326150
310258,650,416.3057325,326800
310688,600,416.5394402,327400
311054,400,416.5184244,327800
311429,400,416.4974619,328200
311834,500,416.6032953,328700
312136,350,416.5189873,329050
312480,450,416.5613148,329500
312851,450,416.6035354,329950
313200,400,416.5825977,330350
313448,300,416.4357683,330650
314061,700,416.7924528,331350
314623,700,417.1482412,332050
315153,550,417.314931,332600
315600,600,417.5438596,333200
315957,400,417.5219024,333600
316289,200,417.25,333800
316645,400,417.2284644,334200
317179,600,417.4563591,334800
317635,500,417.5591532,335300
318037,650,417.8482587,335950
318344,400,417.826087,336350
318742,450,417.866005,336800
319095,450,417.905824,337250
319615,700,418.2549505,337950
319899,300,418.1087763,338250
320271,400,418.0864198,338650
320648,400,418.0641184,339050
320923,200,417.7955665,339250
321284,400,417.7736777,339650
321701,650,418.0589681,340300
321991,250,417.8527607,340550
322418,400,417.8308824,340950
322962,700,418.1762546,341650
323237,400,418.1540342,342050
323527,400,418.1318681,342450
323983,550,418.2926829,343000
324349,500,418.3922046,343500
325042,800,418.8564477,344300
325372,300,418.7120292,344600
325831,700,419.0533981,345300
326259,700,419.3939394,346000
326699,500,419.4915254,346500
327016,350,419.407497,346850
327444,600,419.6256039,347450
327846,650,419.9034982,348100
328309,450,419.939759,348550
328659,450,419.9759326,349000
328966,300,419.8317308,349300
329240,400,419.8079232,349700
329662,500,419.9040767,350200
330070,600,420.1197605,350800
330318,300,419.9760766,351100
330639,300,419.832736,351400
331069,500,419.928401,351900
331458,500,420.0238379,352400
331832,550,420.1785714,352950
332239,550,420.332937,353500
332853,900,420.9026128,354400
333163,300,420.7591934,354700
333711,800,421.2085308,355500
334329,850,421.7159763,356350
334770,650,421.9858156,357000
335072,300,421.8417946,357300
335478,600,422.0518868,357900
335832,400,422.0259128,358300
336195,450,422.0588235,358750
336674,850,422.5616921,359600
337150,700,422.8873239,360300
337434,250,422.6846424,360550
337817,500,422.7751756,361050
338362,700,423.0994152,361750
338872,750,423.4813084,362500
339617,850,423.9789965,363350
339995,450,424.009324,363800
340351,350,423.9231665,364150
340736,450,423.9534884,364600
340998,350,423.8675958,364950
341261,300,423.7238979,365250
341839,650,423.986095,365900
342277,550,424.1319444,366450
342749,700,424.4508671,367150
343144,500,424.5381062,367650
343705,800,424.9711649,368450
344244,700,425.2880184,369150
344901,950,425.8918297,370100
345157,300,425.7471264,370400
345550,350,425.6601607,370750
345883,350,425.5733945,371100
346333,600,425.7731959,371700
346735,450,425.8009153,372150
347356,900,426.3428571,373050
347660,250,426.1415525,373300
348071,550,426.2827822,373850
348733,950,426.8792711,374800
349344,850,427.3606371,375650
349612,250,427.1590909,375900
350248,850,427.6390465,376750
350653,550,427.7777778,377300
350957,300,427.6330691,377600
351245,350,427.5452489,377950
351647,500,427.6271186,378450
352098,600,427.8216704,379050
352402,350,427.7339346,379400
352913,800,428.1531532,380200
353357,600,428.3464567,380800
353778,700,428.6516854,381500
354182,650,428.9001122,382150
354582,400,428.867713,382550
355076,700,429.1713326,383250
355483,600,429.3624161,383850
356280,900,429.8882682,384750
356577,350,429.7991071,385100
356976,600,429.9888517,385700
357329,400,429.9554566,386100
357605,400,429.9221357,386500
358086,450,429.9444444,386950
358350,350,429.8557159,387300
358797,400,429.8226164,387700
359042,100,429.4573643,387800
359479,650,429.7013274,388450
360020,750,430.0552486,389200
360460,600,430.2428256,389800
360896,500,430.3197354,390300
361443,850,430.7819383,391150
361743,350,430.6930693,391500
362140,400,430.6593407,391900
362578,550,430.7903403,392450
363112,800,431.1951754,393250
363690,750,431.5443593,394000
363958,300,431.4004376,394300
364313,350,431.3114754,394650
364810,550,431.441048,395200
365077,300,431.2977099,395500
365599,700,431.5904139,396200
365946,450,431.6104461,396650
366467,550,431.7391304,397200
366732,450,431.7589577,397650
367005,200,431.5075922,397850
367287,350,431.4192849,398200
367900,900,431.9264069,399100
368252,450,431.9459459,399550
368604,450,431.9654428,400000
368972,400,431.9309601,400400
369352,400,431.8965517,400800
369702,600,432.0775027,401400
370198,750,432.4193548,402150
370538,300,432.2771214,402450
371093,650,432.5107296,403100
371517,550,432.6366559,403650
371824,350,432.5481799,404000
372289,700,432.8342246,404700
372791,650,433.0662393,405350
373102,300,432.9242263,405650
373433,350,432.8358209,406000
373840,550,432.9605964,406550
374297,550,433.0851064,407100
374610,550,433.2093518,407650
375213,750,433.5456476,408400
375707,600,433.7221633,409000
376065,450,433.7394068,409450
376469,600,433.9153439,410050
376796,350,433.8266385,410400
377094,500,433.8965153,410900
377561,550,434.0189873,411450
377922,400,433.9831401,411850
378234,400,433.9473684,412250
378543,400,433.9116719,412650
378911,450,433.9285714,413100
379324,400,433.8929696,413500
379868,700,434.1719078,414200
380166,450,434.1884817,414650
380673,600,434.3619247,415250
380995,350,434.2737722,415600
381407,650,434.4989562,416250
381828,550,434.6193952,416800
382366,900,435.1041667,417700
382779,500,435.1716961,418200
383232,500,435.2390852,418700
383743,600,435.4101765,419300
384136,550,435.5290456,419850
384509,650,435.7512953,420500
384829,500,435.8178054,421000
385396,550,435.9358842,421550
385892,500,436.0020661,422050
386514,900,436.4809082,422950
387056,700,436.7525773,423650
387593,650,436.9721936,424300
387851,300,436.8312757,424600
388292,400,436.7934224,425000
388722,600,436.9609856,425600
389285,900,437.4358974,426500
389682,500,437.5,427000
390308,1000,438.0757421,428000
390776,650,438.2924335,428650
391291,500,438.3554648,429150
391854,750,438.6734694,429900
392299,450,438.6850153,430350
392571,200,438.4419552,430550
392975,650,438.6571719,431200
393320,400,438.6178862,431600
393631,400,438.5786802,432000
393975,450,438.5902637,432450
394532,800,438.9564336,433250
395125,850,439.3724696,434100
395524,600,439.5348837,434700
395914,400,439.4949495,435100
396181,200,439.2532795,435300
396626,550,439.3649194,435850
396910,200,439.1238671,436050
397274,300,438.9839034,436350
397853,700,439.2462312,437050
398247,450,439.2570281,437500
398675,400,439.217653,437900
399044,200,438.9779559,438100
399319,400,438.9389389,438500
399596,300,438.8,438800
400079,800,439.1608392,439600
400494,700,439.4211577,440300
401026,600,439.5812562,440900
401429,650,439.7908367,441550
401756,300,439.6517413,441850
402168,450,439.6620278,442300
402443,150,439.3743793,442450
402815,400,439.3353175,442850
403074,250,439.147671,443100
403350,300,439.009901,443400
403760,450,439.0207715,443850
